json_path,value,endpoint
$[1722].series,2025 AIRTOUCH 500 AT THE BEND,/replays
$[1723].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-14 16-57 IndyCar - 108th Running of the Indianapolis 500 - Practice 1.zip,/replays
$[1723].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-14 16-57 IndyCar - 108th Running of the Indianapolis 500 - Practice 1.json,/replays
$[1723].series,IndyCar,/replays
$[1723].description,108th Running of the Indianapolis 500 - Practice 1,/replays
$[1731].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-06-04 13-57 IndyCar - Chevrolet Detroit Grand Prix - Final Practice.zip,/replays
$[1731].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-06-04 13-57 IndyCar - Chevrolet Detroit Grand Prix - Final Practice.json,/replays
$[1731].series,IndyCar,/replays
$[1736].series,iRacing IndyCar Open,/replays
$[1738].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-05-13 15-57 IndyCar - Sonsio Grand Prix - Race.zip,/replays
$[1738].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-05-13 15-57 IndyCar - Sonsio Grand Prix - Race.json,/replays
$[1738].series,IndyCar,/replays
$[1741].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-07-14 00-03 IndyCar - Hy-Vee Indycar Race Weekend - Race 1.zip,/replays
$[1741].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-07-14 00-03 IndyCar - Hy-Vee Indycar Race Weekend - Race 1.json,/replays
$[1741].series,IndyCar,/replays
$[1741].description,Hy-Vee Indycar Race Weekend - Race 1,/replays
$[1759].description,Instacart 500 - Race,/replays
$[1775].series,IndyCar,/replays
$[1775].description,Honda Indy 200 at Mid-Ohio - Practice 2,/replays
$[1779].series,IndyCar,/replays
$[1779].description,ABC Supply 500 - Qualifying,/replays
$[1790].series,IndyCar,/replays
$[1791].series,IndyCar,/replays
$[1792].series,IndyCar,/replays
$[1793].series,IndyCar,/replays
$[1805].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-09-12 01-44 2026 AIRTOUCH 500 AT THE BEND - 2026 Porsche Equity-One Carrera Cup Australia - Qualifying.zip,/replays
$[1805].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-09-12 01-44 2026 AIRTOUCH 500 AT THE BEND - 2026 Porsche Equity-One Carrera Cup Australia - Qualifying.json,/replays
$[1805].series,2026 AIRTOUCH 500 AT THE BEND,/replays
$[1810].series,IndyCar iRacing Series,/replays
$[1834].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-08-30 21-27 IndyCar - Borchetta Bourbon Music City Grand Prix - Practice Final.zip,/replays
$[1834].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-08-30 21-27 IndyCar - Borchetta Bourbon Music City Grand Prix - Practice Final.json,/replays
$[1834].series,IndyCar,/replays
$[1836].id,1e1704caa44f4c6f85a782d500b402f9,/replays
$[1836].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/1e1704caa44f4c6f85a782d500b402f9.zip,/replays
$[1836].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/1e1704caa44f4c6f85a782d500b402f9.json,/replays
$[1836].series,IndyCar,/replays
$[1836].description,102nd Indianapolis 500 - Practice 2,/replays
$[1839].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-08-24 18-17 IndyCar - INDY NXT by Firestone Grand Prix of Portland - Practice 2.zip,/replays
$[1839].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-08-24 18-17 IndyCar - INDY NXT by Firestone Grand Prix of Portland - Practice 2.json,/replays
$[1839].series,IndyCar,/replays
$[1839].description,INDY NXT by Firestone Grand Prix of Portland - Practice 2,/replays
$[1850].series,IndyCar,/replays
$[1854].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-08-26 23-42 IndyCar - Bommarito Automotive Group 500 - Practice 1.zip,/replays
$[1854].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-08-26 23-42 IndyCar - Bommarito Automotive Group 500 - Practice 1.json,/replays
$[1854].series,IndyCar,/replays
$[1854].description,Bommarito Automotive Group 500 - Practice 1,/replays
$[1864].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-09-16 01-32 2023 Penrite Oil Sandown 500 - Dunlop Super2 & Super3 Series - Qualifying - Race 1.zip,/replays
$[1864].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-09-16 01-32 2023 Penrite Oil Sandown 500 - Dunlop Super2 & Super3 Series - Qualifying - Race 1.json,/replays
$[1864].series,2023 Penrite Oil Sandown 500,/replays
$[1865].startTime,1780750050,/replays
$[1870].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-03-06 18-57 IndyCar - Good Ranchers 250 - Qualifications.zip,/replays
$[1870].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-03-06 18-57 IndyCar - Good Ranchers 250 - Qualifications.json,/replays
$[1870].series,IndyCar,/replays
$[1876].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-06-07 00-57 IndyCar - 10th Annual Bommarito Automotive Group 500 - Practice Final.zip,/replays
$[1876].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-06-07 00-57 IndyCar - 10th Annual Bommarito Automotive Group 500 - Practice Final.json,/replays
$[1876].series,IndyCar,/replays
$[1876].description,10th Annual Bommarito Automotive Group 500 - Practice Final,/replays
$[1878].startTime,1595006669,/replays
$[1879].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-12 15-57 IndyCar - 110th Running of the Indianapolis 500 - Practice 1.zip,/replays
$[1879].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-12 15-57 IndyCar - 110th Running of the Indianapolis 500 - Practice 1.json,/replays
$[1879].series,IndyCar,/replays
$[1879].description,110th Running of the Indianapolis 500 - Practice 1,/replays
$[1883].description,Cook Out Southern 500 - Race,/replays
$[1889].startTime,1785001972,/replays
$[1920].startTime,1742050071,/replays
$[1936].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/56840-09-20 11-03 2024 VAILO Adelaide 500 - 2024 Tyrepower V8 SuperUte Series - Qualifying.zip,/replays
$[1936].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/56840-09-20 11-03 2024 VAILO Adelaide 500 - 2024 Tyrepower V8 SuperUte Series - Qualifying.json,/replays
$[1936].series,2024 VAILO Adelaide 500,/replays
$[1937].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-11 17-02 IndyCar - INDY NXT by Firestone Indianapolis Grand Prix - Race 2.zip,/replays
$[1937].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-11 17-02 IndyCar - INDY NXT by Firestone Indianapolis Grand Prix - Race 2.json,/replays
$[1937].series,IndyCar,/replays
$[1937].description,INDY NXT by Firestone Indianapolis Grand Prix - Race 2,/replays
$[1947].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-04-12 18-27 IndyCar - Streets of Long Beach - Qualifications - Segment 3 _ Firestone Fast 6.zip,/replays
$[1947].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-04-12 18-27 IndyCar - Streets of Long Beach - Qualifications - Segment 3 _ Firestone Fast 6.json,/replays
$[1947].series,IndyCar,/replays
$[1950].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-10-26 02-37 2024 Boost Mobile Gold Coast 500 - 2024 Repco Supercars Championship - Top Ten - Race 21.zip,/replays
$[1950].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-10-26 02-37 2024 Boost Mobile Gold Coast 500 - 2024 Repco Supercars Championship - Top Ten - Race 21.json,/replays
$[1950].series,2024 Boost Mobile Gold Coast 500,/replays
$[1951].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/56788-09-29 10-47 2024 Boost Mobile Gold Coast 500 - 2024 Tyrepower V8 SuperUte Series - Race 3.zip,/replays
$[1951].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/56788-09-29 10-47 2024 Boost Mobile Gold Coast 500 - 2024 Tyrepower V8 SuperUte Series - Race 3.json,/replays
$[1951].series,2024 Boost Mobile Gold Coast 500,/replays
$[1973].series,IndyCar,/replays
$[1983].series,IndyCar,/replays
$[1983].description,105th Running of the Indianapolis 500 - Race,/replays
$[1988].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-08-23 17-02 Classic Mini Racing Championship - Brands Hatch Indy - Race 19.zip,/replays
$[1988].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-08-23 17-02 Classic Mini Racing Championship - Brands Hatch Indy - Race 19.json,/replays
$[1988].description,Brands Hatch Indy - Race 19,/replays
$[1990].startTime,1567850049,/replays
$[1991].series,Lionheart IndyCar Series,/replays
$[1992].series,Lionheart IndyCar Series,/replays
$[1995].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-09-16 00-42 2023 Penrite Oil Sandown 500 - Repco Supercars Championship - Practice 4.zip,/replays
$[1995].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-09-16 00-42 2023 Penrite Oil Sandown 500 - Repco Supercars Championship - Practice 4.json,/replays
$[1995].series,2023 Penrite Oil Sandown 500,/replays
$[1997].series,IndyCar,/replays
$[1997].description,Honda Indy Grand Prix of Alabama - Practice 3,/replays
$[2005].series,IndyCar,/replays
$[2005].description,Honda Indy 200 at Mid-Ohio - Qualifying - Group 1,/replays
$[2006].series,IndyCar,/replays
$[2006].description,Honda Indy 200 at Mid-Ohio - Qualifying - Group 2,/replays
$[2007].series,IndyCar,/replays
$[2007].description,Honda Indy 200 at Mid-Ohio - Qualifying - Round 2,/replays
$[2008].series,IndyCar,/replays
$[2008].description,Honda Indy 200 at Mid-Ohio - Qualifying - Firestone Fast Six,/replays
$[2014].startTime,1785002515,/replays
$[2023].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-09-12 05-55 2026 AIRTOUCH 500 AT THE BEND - 2026 Porsche Equity-One Carrera Cup Australia - Race 1.zip,/replays
$[2023].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-09-12 05-55 2026 AIRTOUCH 500 AT THE BEND - 2026 Porsche Equity-One Carrera Cup Australia - Race 1.json,/replays
$[2023].series,2026 AIRTOUCH 500 AT THE BEND,/replays
$[2027].startTime,1778350080,/replays
$[2029].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-06-20 19-27 IndyCar - INDY NXT at Road America - Practice 1.zip,/replays
$[2029].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-06-20 19-27 IndyCar - INDY NXT at Road America - Practice 1.json,/replays
$[2029].series,IndyCar,/replays
$[2029].description,INDY NXT at Road America - Practice 1,/replays
$[2043].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-08-30 18-27 IndyCar - INDY NXT by Firestone Milwaukee 100 - Practice 1.zip,/replays
$[2043].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-08-30 18-27 IndyCar - INDY NXT by Firestone Milwaukee 100 - Practice 1.json,/replays
$[2043].series,IndyCar,/replays
$[2043].description,INDY NXT by Firestone Milwaukee 100 - Practice 1,/replays
$[2046].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-10-24 03-42 2025 Boost Mobile Gold Coast 500 - 2025 TOYOTA GAZOO Racing Australia GR Cup - Practice 2.zip,/replays
$[2046].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-10-24 03-42 2025 Boost Mobile Gold Coast 500 - 2025 TOYOTA GAZOO Racing Australia GR Cup - Practice 2.json,/replays
$[2046].series,2025 Boost Mobile Gold Coast 500,/replays
$[2047].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/57782-09-16 17-03 2025 Boost Mobile Gold Coast 500 - 2025 Porsche Paynter Dixon Carrera Cup Aust. - Practice 2.zip,/replays
$[2047].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/57782-09-16 17-03 2025 Boost Mobile Gold Coast 500 - 2025 Porsche Paynter Dixon Carrera Cup Aust. - Practice 2.json,/replays
$[2047].series,2025 Boost Mobile Gold Coast 500,/replays
$[2069].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-11-17 03-17 2024 VAILO Adelaide 500 - 2024 Dunlop Series - Race 2.zip,/replays
$[2069].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-11-17 03-17 2024 VAILO Adelaide 500 - 2024 Dunlop Series - Race 2.json,/replays
$[2069].series,2024 VAILO Adelaide 500,/replays
$[2072].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-07-21 19-12 IndyCar - INDY NXT by Firestone at Iowa Speedway - Practice 1.zip,/replays
$[2072].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-07-21 19-12 IndyCar - INDY NXT by Firestone at Iowa Speedway - Practice 1.json,/replays
$[2072].series,IndyCar,/replays
$[2072].description,INDY NXT by Firestone at Iowa Speedway - Practice 1,/replays
$[2085].series,iRacing IndyCar Open,/replays
$[2101].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-08-30 16-57 IndyCar - Borchetta Bourbon Music City Grand Prix - Qualifications.zip,/replays
$[2101].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-08-30 16-57 IndyCar - Borchetta Bourbon Music City Grand Prix - Qualifications.json,/replays
$[2101].series,IndyCar,/replays
$[2106].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-08-22 19-57 IndyCar - Freedom 250 Grand Prix of Washington DC - Practice 2.zip,/replays
$[2106].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-08-22 19-57 IndyCar - Freedom 250 Grand Prix of Washington DC - Practice 2.json,/replays
$[2106].series,IndyCar,/replays
$[2107].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-09-02 15-58 IndyCar - BITNILE COM Grand Prix of Portland - Practice 2.zip,/replays
$[2107].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-09-02 15-58 IndyCar - BITNILE COM Grand Prix of Portland - Practice 2.json,/replays
$[2107].series,IndyCar,/replays
$[2110].series,IndyCar,/replays
$[2110].description,ABC Supply 500 - Qualifying,/replays
$[2111].series,IndyCar,/replays
$[2111].description,ABC Supply 500 - Final Practice,/replays
$[2118].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-09-17 00-07 2023 Penrite Oil Sandown 500 - Repco Supercars Championship - Warm Up.zip,/replays
$[2118].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-09-17 00-07 2023 Penrite Oil Sandown 500 - Repco Supercars Championship - Warm Up.json,/replays
$[2118].series,2023 Penrite Oil Sandown 500,/replays
$[2147].series,IndyCar,/replays
$[2147].description,105th Running of the Indianapolis 500 - Qualifying,/replays
$[2157].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-02-27 17-27 IndyCar - INDY NXT by Firestone GP of St Petersburg - Practice 1.zip,/replays
$[2157].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-02-27 17-27 IndyCar - INDY NXT by Firestone GP of St Petersburg - Practice 1.json,/replays
$[2157].series,IndyCar,/replays
$[2157].description,INDY NXT by Firestone GP of St Petersburg - Practice 1,/replays
$[2161].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-07-11 23-22 2025 NTI Townsville 500 - 2025 Dunlop Super 2 Series - Qualifying Race 1.zip,/replays
$[2161].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-07-11 23-22 2025 NTI Townsville 500 - 2025 Dunlop Super 2 Series - Qualifying Race 1.json,/replays
$[2161].series,2025 NTI Townsville 500,/replays
$[2162].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-06-22 15-57 IndyCar - INDY NXT by Firestone GP of Monterey - Qualifications - Group 2.zip,/replays
$[2162].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-06-22 15-57 IndyCar - INDY NXT by Firestone GP of Monterey - Qualifications - Group 2.json,/replays
$[2162].series,IndyCar,/replays
$[2162].description,INDY NXT by Firestone GP of Monterey - Qualifications - Group 2,/replays
$[2164].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-10-24 23-47 2024 Boost Mobile Gold Coast 500 - 2024 TOYOTA GAZOO Racing Australia GR Cup - Practice 1.zip,/replays
$[2164].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-10-24 23-47 2024 Boost Mobile Gold Coast 500 - 2024 TOYOTA GAZOO Racing Australia GR Cup - Practice 1.json,/replays
$[2164].series,2024 Boost Mobile Gold Coast 500,/replays
$[2165].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-08-29 16-32 IndyCar - INDYNXT by Firestone at Milwaukee Mile - Qualifications.zip,/replays
$[2165].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-08-29 16-32 IndyCar - INDYNXT by Firestone at Milwaukee Mile - Qualifications.json,/replays
$[2165].series,IndyCar,/replays
$[2165].description,INDYNXT by Firestone at Milwaukee Mile - Qualifications,/replays
$[2172].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-09-15 03-27 2023 Penrite Oil Sandown 500 - V8 SuperUte Series - Qualifying.zip,/replays
$[2172].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-09-15 03-27 2023 Penrite Oil Sandown 500 - V8 SuperUte Series - Qualifying.json,/replays
$[2172].series,2023 Penrite Oil Sandown 500,/replays
$[2173].id,241a3cb390384810b345009af93fb352,/replays
$[2173].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/241a3cb390384810b345009af93fb352.zip,/replays
$[2173].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/241a3cb390384810b345009af93fb352.json,/replays
$[2177].id,243480a6-c704-46c9-bd0c-075bb500c63b,/replays
$[2179].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-03-26 11-52 DMV NES 500 - DMV GOODYEAR Racing Days Hockenheimring - Rennen.zip,/replays
$[2179].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-03-26 11-52 DMV NES 500 - DMV GOODYEAR Racing Days Hockenheimring - Rennen.json,/replays
$[2179].series,DMV NES 500,/replays
$[2186].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-07-20 18-42 IndyCar - Ontario Honda Dealers Indy Toronto - Qualifications - Segment 3 _ Firestone Fast 6.zip,/replays
$[2186].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-07-20 18-42 IndyCar - Ontario Honda Dealers Indy Toronto - Qualifications - Segment 3 _ Firestone Fast 6.json,/replays
$[2186].series,IndyCar,/replays
$[2186].description,Ontario Honda Dealers Indy Toronto - Qualifications - Segment 3 / Firestone Fast 6,/replays
$[2186].startTime,1721500964,/replays
$[2195].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-07-22 13-27 IndyCar - Hy-Vee HomeFront 250 - Qualifying.zip,/replays
$[2195].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-07-22 13-27 IndyCar - Hy-Vee HomeFront 250 - Qualifying.json,/replays
$[2195].series,IndyCar,/replays
$[2207].series,IndyCar,/replays
$[2213].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-08-08 17-02 IndyCar - ONLYBULLS Grand Prix of Portland - Practice 2 - Group B.zip,/replays
$[2213].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-08-08 17-02 IndyCar - ONLYBULLS Grand Prix of Portland - Practice 2 - Group B.json,/replays
$[2213].series,IndyCar,/replays
$[2214].series,IndyCar,/replays
$[2214].description,Honda Indy Toronto - Race,/replays
$[2225].series,IndyCar,/replays
$[2225].description,Honda Indy Grand Prix of Alabama - Final Practice,/replays
$[2229].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-10-26 05-12 2024 Boost Mobile Gold Coast 500 - 2024 Repco Supercars Championship - Race 21.zip,/replays
$[2229].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-10-26 05-12 2024 Boost Mobile Gold Coast 500 - 2024 Repco Supercars Championship - Race 21.json,/replays
$[2229].series,2024 Boost Mobile Gold Coast 500,/replays
$[2236].description,Daytona 500 Busch Pole Qualifying - Qualifying,/replays
$[2243].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-04-20 18-28 IndyCar - ROP - Practice 2.zip,/replays
$[2243].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-04-20 18-28 IndyCar - ROP - Practice 2.json,/replays
$[2243].series,IndyCar,/replays
$[2252].series,IndyCar iRacing Series,/replays
$[2282].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-04-13 19-08 NASCAR Cup Series - Food City 500 - Race.zip,/replays
$[2282].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-04-13 19-08 NASCAR Cup Series - Food City 500 - Race.json,/replays
$[2282].description,Food City 500 - Race,/replays
$[2284].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-11-16 00-32 2024 VAILO Adelaide 500 - 2024 Tyrepower V8 SuperUte Series - Race 3.zip,/replays
$[2284].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-11-16 00-32 2024 VAILO Adelaide 500 - 2024 Tyrepower V8 SuperUte Series - Race 3.json,/replays
$[2284].series,2024 VAILO Adelaide 500,/replays
$[2290].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-03-17 19-44 NASCAR Cup Series - Food City 500 - Race.zip,/replays
$[2290].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-03-17 19-44 NASCAR Cup Series - Food City 500 - Race.json,/replays
$[2290].description,Food City 500 - Race,/replays
$[2291].series,Indy Pro 2000 Championship,/replays
$[2298].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-07-11 22-42 2026 NTI Townsville 500 - 2026 Battery World Aussie Racing Cars Super Series - Race 4.zip,/replays
$[2298].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-07-11 22-42 2026 NTI Townsville 500 - 2026 Battery World Aussie Racing Cars Super Series - Race 4.json,/replays
$[2298].series,2026 NTI Townsville 500,/replays
$[2301].series,IndyCar,/replays
$[2301].description,INDYCAR Grand Prix - Practice 1,/replays
$[2308].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-06-29 19-02 Club Challenge - Indianapolis Motor Speedway - Ferrari Challenge North America - Free Laps 6 - Club Challenge.zip,/replays
$[2308].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-06-29 19-02 Club Challenge - Indianapolis Motor Speedway - Ferrari Challenge North America - Free Laps 6 - Club Challenge.json,/replays
$[2308].description,Indianapolis Motor Speedway - Ferrari Challenge North America - Free Laps 6 - Club Challenge,/replays
$[2311].series,IndyCar,/replays
$[2340].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-11-15 06-22 2024 VAILO Adelaide 500 - 2024 Dunlop Series - Qualifying - Race 2.zip,/replays
$[2340].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-11-15 06-22 2024 VAILO Adelaide 500 - 2024 Dunlop Series - Qualifying - Race 2.json,/replays
$[2340].series,2024 VAILO Adelaide 500,/replays
$[2351].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-07-05 17-27 IndyCar - INDY NXT by Firestone Grand Prix at Mid-Ohio - Qualifications - Group 2.zip,/replays
$[2351].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-07-05 17-27 IndyCar - INDY NXT by Firestone Grand Prix at Mid-Ohio - Qualifications - Group 2.json,/replays
$[2351].series,IndyCar,/replays
$[2351].description,INDY NXT by Firestone Grand Prix at Mid-Ohio - Qualifications - Group 2,/replays
$[2352].description,Folds of Honor QuikTrip 500 - Race,/replays
$[2355].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-08-15 18-22 IndyCar - Ontario Honda Dealers Indy at Markham - Practice 2 - Group A.zip,/replays
$[2355].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-08-15 18-22 IndyCar - Ontario Honda Dealers Indy at Markham - Practice 2 - Group A.json,/replays
$[2355].series,IndyCar,/replays
$[2355].description,Ontario Honda Dealers Indy at Markham - Practice 2 - Group A,/replays
$[2356].description,TCR SPA 500 - Free Practice,/replays
$[2372].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-09-12 02-27 2026 AIRTOUCH 500 AT THE BEND - 2026 Repco Supercars Championship - Practice 5 (All Drivers).zip,/replays
$[2372].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-09-12 02-27 2026 AIRTOUCH 500 AT THE BEND - 2026 Repco Supercars Championship - Practice 5 (All Drivers).json,/replays
$[2372].series,2026 AIRTOUCH 500 AT THE BEND,/replays
$[2378].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-11-15 01-37 2025 Penrite Oil Sandown 500 - 2025 Repco Supercars Championship -Top Ten Shoot Out Race 30.zip,/replays
$[2378].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-11-15 01-37 2025 Penrite Oil Sandown 500 - 2025 Repco Supercars Championship -Top Ten Shoot Out Race 30.json,/replays
$[2378].series,2025 Penrite Oil Sandown 500,/replays
$[2386].series,IndyCar,/replays
$[2392].series,iRacing IndyCar Open Series,/replays
$[2396].series,INDY PRO 2000 CHAMPIONSHIP,/replays
$[2400].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-07-11 05-37 2025 NTI Townsville 500 - 2025 Repco Supercars Championship - Race 20.zip,/replays
$[2400].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-07-11 05-37 2025 NTI Townsville 500 - 2025 Repco Supercars Championship - Race 20.json,/replays
$[2400].series,2025 NTI Townsville 500,/replays
$[2410].series,IndyCar,/replays
$[2410].description,Bommarito Automotive Group 500 - Final Practice,/replays
$[2419].series,IndyCar,/replays
$[2420].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-08-15 22-27 IndyCar - Ontario Honda Dealers Indy at Markham - Qualifications - Segment 3 _ Firestone Fast 6.zip,/replays
$[2420].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-08-15 22-27 IndyCar - Ontario Honda Dealers Indy at Markham - Qualifications - Segment 3 _ Firestone Fast 6.json,/replays
$[2420].series,IndyCar,/replays
$[2420].description,Ontario Honda Dealers Indy at Markham - Qualifications - Segment 3 / Firestone Fast 6,/replays
$[2424].series,IndyCar,/replays
$[2435].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-09-13 04-12 2026 AIRTOUCH 500 AT THE BEND - 2026 Repco Supercars Championship - Race 29.zip,/replays
$[2435].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-09-13 04-12 2026 AIRTOUCH 500 AT THE BEND - 2026 Repco Supercars Championship - Race 29.json,/replays
$[2435].series,2026 AIRTOUCH 500 AT THE BEND,/replays
$[2441].series,IndyCar,/replays
$[2444].filename,https://s3.us-east-005.backblazeb2.com/t71-archive/57559-01-02 22-30 MINI CHALLENGE Clubsport - Brands Hatch Indy - Race 10.zip,/replays
$[2444].analysisFilename,https://s3.us-east-005.backblazeb2.com/t71-archive/57559-01-02 22-30 MINI CHALLENGE Clubsport - Brands Hatch Indy - Race 10.json,/replays
$[2444].description,Brands Hatch Indy - Race 10,/replays
