year,car_number,candidate_start_index,lapnum1,lapnum2,lapnum3,lapnum4,lap1_s,lap2_s,lap3_s,lap4_s,derived_avg_speed_mph,first_lap_timestamp_ms,fourth_lap_timestamp_ms,attempt_anchor_timestamp_ms,attempt_anchor_utc,attempt_anchor_indianapolis,window_span_s,analysis_files
2025,76,10,11,12,13,14,41.8988,38.8318,38.814,38.8147,227.33113874587724,1747518461400,1747518578126,1747518461400,2025-05-17T21:47:41.400000+00:00,2025-05-17T17:47:41.400000-04:00,116.726,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,76,11,12,13,14,15,38.8318,38.814,38.8147,38.8963,231.72464932336402,1747518501424,1747518616495,1747518501424,2025-05-17T21:48:21.424000+00:00,2025-05-17T17:48:21.424000-04:00,115.071,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,77,0,1,2,3,4,41.7746,39.117,39.016,38.9078,226.67826923585494,1747502212149,1747502328858,1747502212149,2025-05-17T17:16:52.149000+00:00,2025-05-17T13:16:52.149000-04:00,116.709,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,77,1,2,3,4,5,39.117,39.016,38.9078,39.2536,230.33454813480202,1747502252165,1747502368877,1747502252165,2025-05-17T17:17:32.165000+00:00,2025-05-17T13:17:32.165000-04:00,116.712,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,77,5,6,7,8,9,41.6801,38.7773,38.8971,38.9527,227.40595500394173,1747510396037,1747510512815,1747510396037,2025-05-17T19:33:16.037000+00:00,2025-05-17T15:33:16.037000-04:00,116.778,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,77,6,7,8,9,10,38.7773,38.8971,38.9527,38.9065,231.46124052937756,1747510436076,1747510552854,1747510436076,2025-05-17T19:33:56.076000+00:00,2025-05-17T15:33:56.076000-04:00,116.778,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,8,0,1,2,3,4,41.2551,38.7937,38.8439,38.921,228.1170772879668,1747494901112,1747495018796,1747494901112,2025-05-17T15:15:01.112000+00:00,2025-05-17T11:15:01.112000-04:00,117.684,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,8,1,2,3,4,5,38.7937,38.8439,38.921,38.8541,231.6413008718078,1747494940501,1747495055643,1747494940501,2025-05-17T15:15:40.501000+00:00,2025-05-17T11:15:40.501000-04:00,115.142,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,8,5,6,7,8,9,41.2628,38.8335,38.8754,38.9272,227.99398855850168,1747511901149,1747512018140,1747511901149,2025-05-17T19:58:21.149000+00:00,2025-05-17T15:58:21.149000-04:00,116.991,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,83,0,1,2,3,4,40.9675,38.5885,38.6101,38.7885,229.3656891865546,1747495180037,1747495296771,1747495180037,2025-05-17T15:19:40.037000+00:00,2025-05-17T11:19:40.037000-04:00,116.734,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,83,1,2,3,4,5,38.5885,38.6101,38.7885,38.7957,232.58398219957255,1747495218430,1747495335151,1747495218430,2025-05-17T15:20:18.430000+00:00,2025-05-17T11:20:18.430000-04:00,116.721,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,9,0,1,2,3,4,41.1864,38.6806,38.6962,38.6667,228.96408380339872,1747497674759,1747497829907,1747497674759,2025-05-17T16:01:14.759000+00:00,2025-05-17T12:01:14.759000-04:00,155.148,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,90,0,1,2,3,4,41.6864,38.9275,38.9392,39.0905,226.92374605719993,1747503357981,1747503474735,1747503357981,2025-05-17T17:35:57.981000+00:00,2025-05-17T13:35:57.981000-04:00,116.754,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,90,1,2,3,4,5,38.9275,38.9392,39.0905,39.0871,230.70371682913122,1747503396335,1747503513086,1747503396335,2025-05-17T17:36:36.335000+00:00,2025-05-17T13:36:36.335000-04:00,116.751,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,90,5,6,7,8,9,41.7747,38.9142,38.9637,38.9931,226.92074225774792,1747513678360,1747513795117,1747513678360,2025-05-17T20:27:58.360000+00:00,2025-05-17T16:27:58.360000-04:00,116.757,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,90,6,7,8,9,10,38.9142,38.9637,38.9931,38.9779,230.99296818906004,1747513718394,1747513835184,1747513718394,2025-05-17T20:28:38.394000+00:00,2025-05-17T16:28:38.394000-04:00,116.79,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,98,0,1,2,3,4,40.9893,39.1876,39.158,39.1674,227.1260417041267,1747500782028,1747500898134,1747500782028,2025-05-17T16:53:02.028000+00:00,2025-05-17T12:53:02.028000-04:00,116.106,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,98,1,2,3,4,5,39.1876,39.158,39.1674,39.1061,229.85702254705845,1747500820358,1747500936496,1747500820358,2025-05-17T16:53:40.358000+00:00,2025-05-17T12:53:40.358000-04:00,116.138,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,98,5,6,7,8,9,40.7515,39.1984,39.2576,39.2774,227.15097779031316,1747508427174,1747508545663,1747508427174,2025-05-17T19:00:27.174000+00:00,2025-05-17T15:00:27.174000-04:00,118.489,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,98,6,7,8,9,10,39.1984,39.2576,39.2774,39.2278,229.3560446785575,1747508467244,1747508584027,1747508467244,2025-05-17T19:01:07.244000+00:00,2025-05-17T15:01:07.244000-04:00,116.783,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,98,10,11,12,13,14,40.8381,39.1535,39.2334,39.2525,227.16158445205156,1747515345007,1747515461763,1747515345007,2025-05-17T20:55:45.007000+00:00,2025-05-17T16:55:45.007000-04:00,116.756,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,98,11,12,13,14,15,39.1535,39.2334,39.2525,39.2402,229.47534287440814,1747515383362,1747515500139,1747515383362,2025-05-17T20:56:23.362000+00:00,2025-05-17T16:56:23.362000-04:00,116.777,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,98,15,16,17,18,19,40.722,39.048,39.1769,39.0925,227.79129761312686,1747517683924,1747517802310,1747517683924,2025-05-17T21:34:43.924000+00:00,2025-05-17T17:34:43.924000-04:00,118.386,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
2025,98,16,17,18,19,20,39.048,39.1769,39.0925,39.3006,229.85863693828296,1747517723929,1747517842359,1747517723929,2025-05-17T21:35:23.929000+00:00,2025-05-17T17:35:23.929000-04:00,118.43,2025_03072250-77e5-43d5-9844-4550ecd8ae34_analysis.json
