year,source_rank,car_number,driver_name,official_status,official_speed_mph,official_lap1_s,official_lap2_s,official_lap3_s,official_lap4_s,timing_lap1_s,timing_lap2_s,timing_lap3_s,timing_lap4_s,lap_match_abs_sum_s,lap_match_abs_max_s,match_quality,timestamp_quality,attempt_start_utc,attempt_mid_utc,attempt_end_utc,attempt_mid_indianapolis,attempt_mid_ts,timing_root,timing_analysis_file,candidate_id
2019,35,3,"Castroneves, Helio",Failed Attempt,228.16,39.3339,39.4492,39.4705,39.5304,39.3339,39.4879,39.4879,39.4879,0.09860000000000468,0.042499999999996874,PLAUSIBLE,UNRESOLVED,,,,,,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_3_298
2019,70,66,"Alonso, Fernando",Failed Attempt,224.414,39.6191,39.6813,39.7358,41.3816,39.6813,39.7435,39.7358,41.3816,0.12439999999999429,0.062199999999997146,PLAUSIBLE,PARENT_END_DIRECT,2019-05-18T20:40:58.409226+00:00,2019-05-18T20:42:18.680326+00:00,2019-05-18T20:43:38.951426+00:00,2019-05-18T16:42:18.680326-04:00,1558212138.680326,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_66_9
2019,44,42,"King, Jordan",Retired,227.105,39.5432,39.604,39.672,39.698,39.685,39.604,39.672,39.698,0.14180000000000348,0.14180000000000348,WEAK,PARENT_END_DIRECT,2019-05-18T19:06:50.303846+00:00,2019-05-18T19:08:09.633346+00:00,2019-05-18T19:09:28.962846+00:00,2019-05-18T15:08:09.633346-04:00,1558206489.633346,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_42_230
2019,59,59,"Chilton, Max",Failed Attempt,226.354,39.6466,39.7373,39.799,39.86,39.6954,39.7075,39.7335,39.86,0.14409999999999457,0.06550000000000011,PLAUSIBLE,PARENT_END_BACKCALC,2019-05-18T21:11:20.168239+00:00,2019-05-18T21:12:39.666439+00:00,2019-05-18T21:13:59.164639+00:00,2019-05-18T17:12:39.666439-04:00,1558213959.6664388,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_59_100
2019,52,24,"Karam, Sage",Failed Attempt,226.871,39.4393,39.6974,39.7884,39.7551,39.4864,39.645,39.7297,39.7551,0.15820000000000078,0.05870000000000175,PLAUSIBLE,PARENT_END_BACKCALC,2019-05-18T21:38:51.530242+00:00,2019-05-18T21:40:10.838342+00:00,2019-05-18T21:41:30.146442+00:00,2019-05-18T17:40:10.838342-04:00,1558215610.838342,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_24_105
2019,18,9,"Dixon, Scott",VALID_OR_UNLABELED,228.1,39.3605,39.4468,39.4603,39.558,39.4031,39.4315,39.5284,39.6109,0.17890000000000583,0.06810000000000116,PLAUSIBLE,PARENT_END_DIRECT,2019-05-18T17:18:15.874245+00:00,2019-05-18T17:19:34.861195+00:00,2019-05-18T17:20:53.848145+00:00,2019-05-18T13:19:34.861195-04:00,1558199974.8611948,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_9_158
2019,51,31,"O'Ward, Patricio",Bumped,226.897,39.6065,39.6441,39.6835,39.7279,39.6441,39.6835,39.7585,39.7585,0.18260000000000076,0.07499999999999574,PLAUSIBLE,PARENT_END_BACKCALC,2019-05-18T21:05:50.387800+00:00,2019-05-18T21:07:09.810100+00:00,2019-05-18T21:08:29.232400+00:00,2019-05-18T17:07:09.810100-04:00,1558213629.8101,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_31_107
2019,47,66,"Alonso, Fernando",Bumped,227.0,39.51,39.5596,39.7772,39.7435,39.6191,39.6813,39.7435,39.7358,0.2722000000000051,0.12169999999999703,WEAK,PARENT_END_BACKCALC,2019-05-18T20:40:18.790126+00:00,2019-05-18T20:41:38.179976+00:00,2019-05-18T20:42:57.569826+00:00,2019-05-18T16:41:38.179976-04:00,1558212098.179976,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_66_8
2019,48,5T,"Hinchcliffe, James",Failed Attempt,226.956,39.5843,39.6441,39.6938,39.699,39.5843,39.6441,39.9725,39.6938,0.2838999999999885,0.2786999999999935,WEAK,PARENT_END_DIRECT,2019-05-18T21:33:30.608324+00:00,2019-05-18T21:34:50.055674+00:00,2019-05-18T21:36:09.503024+00:00,2019-05-18T17:34:50.055674-04:00,1558215290.055674,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_5T_111
2019,5,88,"Herta, Colton",VALID_OR_UNLABELED,229.478,39.166,39.2037,39.2797,39.2285,39.1869,39.2732,39.3191,39.4036,0.3049000000000106,0.17510000000000048,WEAK,PARENT_END_DIRECT,2019-05-18T19:14:06.566312+00:00,2019-05-18T19:15:25.157712+00:00,2019-05-18T19:16:43.749112+00:00,2019-05-18T15:15:25.157712-04:00,1558206925.1577117,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_88_120
2019,28,26,"Veach, Zach",VALID_OR_UNLABELED,227.341,39.4136,39.577,39.6792,39.6825,39.649,39.646,39.6825,39.6825,0.307699999999997,0.2353999999999985,WEAK,UNRESOLVED,,,,,,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_26_278
2019,8,27,"Rossi, Alexander",VALID_OR_UNLABELED,229.268,39.1713,39.2488,39.2778,39.3238,39.2116,39.2801,39.3881,39.4518,0.30989999999999185,0.1280000000000001,WEAK,PARENT_END_DIRECT,2019-05-18T15:12:51.405119+00:00,2019-05-18T15:14:10.070919+00:00,2019-05-18T15:15:28.736719+00:00,2019-05-18T11:14:10.070919-04:00,1558192450.070919,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_27_134
2019,54,10,"Rosenqvist, Felix",Withdrawn,226.739,39.5616,39.7418,39.7241,39.7456,39.4707,39.6126,39.6845,39.6841,0.3211999999999975,0.12919999999999732,WEAK,PARENT_END_DIRECT,2019-05-18T20:46:55.504634+00:00,2019-05-18T20:48:14.730584+00:00,2019-05-18T20:49:33.956534+00:00,2019-05-18T16:48:14.730584-04:00,1558212494.730584,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_10_87
2019,40,66,"Alonso, Fernando",Bumped,227.224,39.4738,39.6072,39.6613,39.6916,39.6191,39.6813,39.7435,39.7358,0.3458000000000041,0.14530000000000598,WEAK,PARENT_END_BACKCALC,2019-05-18T20:46:13.795234+00:00,2019-05-18T20:47:33.185084+00:00,2019-05-18T20:48:52.574934+00:00,2019-05-18T16:47:33.185084-04:00,1558212453.1850839,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_66_92
2019,46,31,"O'Ward, Patricio",Withdrawn,227.065,39.5351,39.636,39.6156,39.7585,39.6835,39.7585,39.7585,39.7279,0.4443999999999946,0.1484000000000023,WEAK,PARENT_END_DIRECT,2019-05-18T21:06:30.031900+00:00,2019-05-18T21:07:49.496100+00:00,2019-05-18T21:09:08.960300+00:00,2019-05-18T17:07:49.496100-04:00,1558213669.4961,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_31_108
2019,58,5T,"Hinchcliffe, James",Failed Attempt,226.53,39.6008,39.6904,39.6559,39.9725,39.9725,39.5843,39.6441,39.9725,0.4895999999999958,0.37169999999999703,WEAK,PARENT_END_BACKCALC,2019-05-18T21:32:50.635824+00:00,2019-05-18T21:34:10.222524+00:00,2019-05-18T21:35:29.809224+00:00,2019-05-18T17:34:10.222524-04:00,1558215250.2225242,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_5T_110
