fold_id,fold_role,test_year,model_name,diagnostic_type,feature_name,value,model_policy_hash
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,ELASTIC_NET,STANDARDIZED_COEFFICIENT,forecast_relative_humidity_pct,0.25541744121253485,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,ELASTIC_NET,STANDARDIZED_COEFFICIENT,forecast_wind_speed_10m_ms,0.0691404200163381,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,ELASTIC_NET,STANDARDIZED_COEFFICIENT,forecast_wind_direction_sin,-0.206182149368599,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,ELASTIC_NET,STANDARDIZED_COEFFICIENT,forecast_wind_direction_cos,-0.0,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,ELASTIC_NET,STANDARDIZED_COEFFICIENT,forecast_pressure_hpa,0.0,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,ELASTIC_NET,STANDARDIZED_COEFFICIENT,forecast_cloud_cover_pct,0.18966266357354425,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,ELASTIC_NET,STANDARDIZED_COEFFICIENT,forecast_shortwave_radiation_wm2,0.08996676000625776,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,ELASTIC_NET,STANDARDIZED_COEFFICIENT,prior_supported_attempt_count,0.14566299105323444,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,ELASTIC_NET,STANDARDIZED_COEFFICIENT,seconds_since_prior_supported_attempt,0.019567583331921167,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,ELASTIC_NET,STANDARDIZED_COEFFICIENT,best_prior_supported_average_speed_mph,0.17257445625412424,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,ELASTIC_NET,STANDARDIZED_COEFFICIENT,has_prior_supported_attempt,0.0,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,forecast_temp_c,0.24107996613178953,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,forecast_relative_humidity_pct,0.04001319221308874,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,forecast_wind_speed_10m_ms,0.19817555169624793,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,forecast_wind_direction_sin,0.1373564516853003,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,forecast_wind_direction_cos,0.14214778905686393,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,forecast_pressure_hpa,0.06359253914126699,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,forecast_cloud_cover_pct,0.03710584231983526,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,forecast_shortwave_radiation_wm2,0.071722107593579,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,prior_supported_attempt_count,0.00386284171510069,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,seconds_since_prior_supported_attempt,0.016615380562988013,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,best_prior_supported_average_speed_mph,0.04534070067196291,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
SENSITIVITY_2024_TINY_HOLDOUT,SENSITIVITY_ONLY,2024,RANDOM_FOREST,IMPURITY_FEATURE_IMPORTANCE,has_prior_supported_attempt,0.002987637211976485,599dee972901168e7297d02344e29079cd45fe0f34813db733b15470fcaab806
