fused_decision_id,regime,feasible_action,status,mc_draws,mean_wait_minutes,mean_future_track_temp_c,mean_expected_delta_speed_mph,mean_attempt_speed_mph,mean_final_speed_mph,p_beat_current,p_cross_benchmark,p_downside,parameter_scope
DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.6975,38.83337251,0.7994398728,231.6562039,231.6562039,0.6895,0.69,0.3105,LOYO_EXCLUDING_2021
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,DAY1,STOP,SUPPORTED_STOP,2000,0,,0,230.846,230.846,0,1,0,
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.88,37.30530177,0.7963377888,231.5578983,231.7916284,0.6435,1,0,LOYO_EXCLUDING_2021
DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,24.1625,37.36626239,0.7949733551,231.5667878,231.5667878,0.669,0.67,0.331,LOYO_EXCLUDING_2021
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,DAY1,STOP,SUPPORTED_STOP,2000,0,,0,229.417,229.417,0,0,0,
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.3375,38.76788579,0.8009056107,230.2037584,230.4212383,0.6675,0.3465,0,LOYO_EXCLUDING_2021
DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.525,38.72954555,0.8017637503,230.1699834,230.1699834,0.6565,0.3445,0.3435,LOYO_EXCLUDING_2021
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,DAY1,STOP,SUPPORTED_STOP,2000,0,,0,225.496,225.496,0,0,0,
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,24.0775,38.52902647,0.8062518117,226.2183101,226.432976,0.6735,0,0,LOYO_EXCLUDING_2021
DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.8275,38.53813555,0.8060479302,226.2516661,226.2516661,0.6595,0,0.3405,LOYO_EXCLUDING_2021
DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,DAY1,STOP,SUPPORTED_STOP,2000,0,,0,230.498,230.498,0,0,0,
DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.0775,38.73350572,0.801675113,231.2252791,231.4428498,0.673,0.587,0,LOYO_EXCLUDING_2021
DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.9325,38.70426553,0.8023295732,231.2555041,231.2555041,0.6645,0.5825,0.3355,LOYO_EXCLUDING_2021
DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,DAY1,STOP,SUPPORTED_STOP,2000,0,,0,227.283,227.283,0,0,0,
DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,24.3525,38.17579628,0.814157886,228.0470904,228.2595447,0.672,0.086,0,LOYO_EXCLUDING_2021
DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.8025,38.25878977,0.8123003079,228.0227299,228.0227299,0.66,0.0835,0.34,LOYO_EXCLUDING_2021
DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,DAY1,STOP,SUPPORTED_STOP,2000,0,,0,231.104,231.104,0,1,0,
DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.99,37.7900845,0.8103564061,231.8550167,232.0755638,0.6605,1,0,LOYO_EXCLUDING_2021
DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.7725,37.74127885,0.8114487847,231.8473111,231.8473111,0.6555,0.6555,0.3445,LOYO_EXCLUDING_2021
DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,DAY1,STOP,SUPPORTED_STOP,2000,0,,0,229.891,229.891,0,0,0,
DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.7725,37.25949351,0.7973630794,230.5667025,230.8006033,0.649,0.4995,0,LOYO_EXCLUDING_2021
DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.44,37.35506025,0.795224084,230.6489373,230.6489373,0.672,0.515,0.328,LOYO_EXCLUDING_2021
DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,DAY1,STOP,SUPPORTED_STOP,2000,0,,0,233.398,233.398,0,1,0,
DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,24.0975,41.87246383,0.7266242583,233.7970299,233.9998171,0.649,1,0,LOYO_EXCLUDING_2023
DAY1::DAY1_2023_10_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,24.2375,41.81261208,0.7304349412,233.8406879,233.8406879,0.651,1,0.349,LOYO_EXCLUDING_2023
DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,DAY1,STOP,SUPPORTED_STOP,2000,0,,0,232.857,232.857,0,1,0,
DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.955,40.83430692,0.7219793595,233.175551,233.4042166,0.63,1,0,LOYO_EXCLUDING_2023
DAY1::DAY1_2023_11_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.3875,40.84306205,0.7214219322,233.2126379,233.2126379,0.6275,1,0.3725,LOYO_EXCLUDING_2023
DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,STOP,SUPPORTED_STOP,2000,0,,0,233.147,233.147,0,1,0,
DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,24.165,41.89715361,0.7250522921,233.5705378,233.7672613,0.6585,1,0,LOYO_EXCLUDING_2023
DAY1::DAY1_2023_14_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.705,41.84080977,0.7286396307,233.5081116,233.5081116,0.6445,1,0.3555,LOYO_EXCLUDING_2023
DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,STOP,SUPPORTED_STOP,2000,0,,0,232.39,232.39,0,1,0,
DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.575,41.76873893,0.7332282875,232.7690694,232.9718718,0.659,1,0,LOYO_EXCLUDING_2023
DAY1::DAY1_2023_27_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,22.6075,41.77232019,0.7330002729,232.784725,232.784725,0.6575,0.6575,0.3425,LOYO_EXCLUDING_2023
DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,STOP,SUPPORTED_STOP,2000,0,,0,231.07,231.07,0,0,0,
DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,RETAIN_AND_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.3975,42.83674455,0.7359727576,231.4708985,231.6724939,0.659,0.1485,0,LOYO_EXCLUDING_2023
DAY1::DAY1_2023_44_POST_FIRST_ATTEMPT,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,SUPPORTED_CONDITIONAL_ON_COMPLETION,2000,23.725,42.96598837,0.7277439721,231.4084847,231.4084847,0.64,0.138,0.36,LOYO_EXCLUDING_2023
LAST_CHANCE::2021_24_POST_GUARANTEED_BREAK,LAST_CHANCE,STOP,SUPPORTED_STOP,2000,0,,0,229.156,229.156,0,1,0,
LAST_CHANCE::2021_12_POST_GUARANTEED_BREAK,LAST_CHANCE,STOP,SUPPORTED_STOP,2000,0,,0,228.876,228.876,0,1,0,
LAST_CHANCE::2021_16_POST_GUARANTEED_BREAK,LAST_CHANCE,STOP,SUPPORTED_STOP,2000,0,,0,228.353,228.353,0,1,0,
LAST_CHANCE::2021_75_POST_GUARANTEED_BREAK,LAST_CHANCE,STOP,SUPPORTED_STOP,2000,0,,0,,,0,,0,
LAST_CHANCE::2021_11_POST_GUARANTEED_BREAK,LAST_CHANCE,STOP,SUPPORTED_STOP,2000,0,,0,,,0,,0,
LAST_CHANCE::2023_45_POST_GUARANTEED_BREAK,LAST_CHANCE,STOP,SUPPORTED_STOP,2000,0,,0,229.649,229.649,0,1,0,
LAST_CHANCE::2023_51_POST_GUARANTEED_BREAK,LAST_CHANCE,STOP,SUPPORTED_STOP,2000,0,,0,229.549,229.549,0,1,0,
LAST_CHANCE::2023_15_POST_GUARANTEED_BREAK,LAST_CHANCE,STOP,SUPPORTED_STOP,2000,0,,0,229.159,229.159,0,1,0,
LAST_CHANCE::2023_30_POST_GUARANTEED_BREAK,LAST_CHANCE,STOP,SUPPORTED_STOP,2000,0,,0,,,0,,0,
LAST_CHANCE::2024_18_FINAL_DECISION,LAST_CHANCE,STOP,SUPPORTED_STOP,2000,0,,0,229.566,229.566,0,0,0,
