year,entrant_key,driver_name,car_number,session_elapsed,session_elapsed_s,lap_number,section_count,page_count
2018,chavesgabby__88,"Chaves, Gabby",88,00:10.0301,10.0301,0,1,1
2018,rahalgraham__15,"Rahal, Graham",15,00:10.0356,10.0356,5,1,1
2018,dalyconor__17,"Daly, Conor",17,00:10.0360,10.036,0,1,1
2018,howardjay__7,"Howard, Jay",7,00:10.0397,10.0397,0,1,1
2018,kimballcharlie__23,"Kimball, Charlie",23,00:10.0410,10.041,0,1,1
2018,clamandemelozachary__19,"Claman De Melo, Zachary (R)",19,00:10.0447,10.0447,0,1,1
2018,serviaoriol__64,"Servia, Oriol",64,00:10.0467,10.0467,10,1,1
2018,wickensrobert__6,"Wickens, Robert (R)",6,00:10.0472,10.0472,0,1,1
2018,wilsonstefan__25,"Wilson, Stefan",25,00:10.0485,10.0485,0,1,1
2018,satotakuma__30,"Sato, Takuma",30,00:10.0517,10.0517,0,1,1
2018,karamsage__24,"Karam, Sage",24,00:10.0522,10.0522,0,1,1
2018,veachzach__26,"Veach, Zach",26,00:10.0523,10.0523,0,1,1
2018,rahalgraham__15,"Rahal, Graham",15,00:10.0537,10.0537,3,1,1
2018,mannpippa__63,"Mann, Pippa",63,00:10.0554,10.0554,9,1,1
2018,castroneveshelio__3,"Castroneves, Helio",3,00:10.0613,10.0613,4,1,1
2018,andrettimarco__98,"Andretti, Marco",98,00:10.0634,10.0634,0,1,1
2018,mannpippa__63,"Mann, Pippa",63,00:10.0686,10.0686,0,1,1
2018,dalyconor__17,"Daly, Conor",17,00:10.0816,10.0816,5,1,1
2018,serviaoriol__64,"Servia, Oriol",64,00:10.0906,10.0906,10,1,1
2018,chiltonmax__59,"Chilton, Max",59,00:10.0960,10.096,1,1,1
2018,mannpippa__63,"Mann, Pippa",63,00:10.1045,10.1045,0,1,1
2018,davisonjames__33,"Davison, James",33,00:10.1130,10.113,0,1,1
2018,hinchcliffejames__5,"Hinchcliffe, James",5,00:10.1186,10.1186,0,1,1
2018,satotakuma__30,"Sato, Takuma",30,00:10.3344,10.3344,4,1,1
2018,kanaantony__14,"Kanaan, Tony",14,00:10.4040,10.404,4,1,1
2018,kimballcharlie__23,"Kimball, Charlie",23,00:10.7601,10.7601,4,1,1
2018,kimballcharlie__23,"Kimball, Charlie",23,00:10.7711,10.7711,4,1,1
2018,dixonscott__9,"Dixon, Scott",9,00:10.8488,10.8488,4,1,1
2018,dixonscott__9,"Dixon, Scott",9,00:10.9915,10.9915,9,1,1
2018,kimballcharlie__23,"Kimball, Charlie",23,00:14.7471,14.7471,4,1,1
2018,dixonscott__9,"Dixon, Scott",9,00:14.7617,14.7617,4,1,1
2018,rossialexander__27,"Rossi, Alexander",27,00:20.4255,20.4255,4,1,1
2018,clamandemelozachary__19,"Claman De Melo, Zachary (R)",19,00:20.6434,20.6434,0,1,1
2018,hunterreayryan__28,"Hunter-Reay, Ryan",28,00:20.6977,20.6977,4,1,1
2018,satotakuma__30,"Sato, Takuma",30,00:20.7628,20.7628,0,1,1
2018,andrettimarco__98,"Andretti, Marco",98,00:20.8201,20.8201,0,1,1
2018,rahalgraham__15,"Rahal, Graham",15,00:21.3631,21.3631,0,1,1
2018,dalyconor__17,"Daly, Conor",17,00:21.3916,21.3916,0,1,1
2018,serviaoriol__64,"Servia, Oriol",64,00:21.4237,21.4237,3,1,1
2018,veachzach__26,"Veach, Zach",26,00:21.4599,21.4599,0,1,1
2018,hinchcliffejames__5,"Hinchcliffe, James",5,00:21.6521,21.6521,4,1,1
2018,wickensrobert__6,"Wickens, Robert (R)",6,00:21.8657,21.8657,0,1,1
2018,munozcarlos__29,"Munoz, Carlos",29,00:22.1728,22.1728,0,1,1
2018,dixonscott__9,"Dixon, Scott",9,00:22.2200,22.22,4,1,1
2018,harveyjack__60,"Harvey, Jack",60,00:22.3421,22.3421,0,1,1
2018,powerwill__12,"Power, Will",12,00:22.4171,22.4171,0,1,1
2018,kimballcharlie__23,"Kimball, Charlie",23,00:22.4900,22.49,0,1,1
2018,pigotspencer__21,"Pigot, Spencer",21,00:22.8006,22.8006,0,1,1
2018,bourdaissebastien__18,"Bourdais, Sebastien",18,00:23.0280,23.028,0,1,1
2018,chavesgabby__88,"Chaves, Gabby",88,00:23.0356,23.0356,0,1,1
2018,wilsonstefan__25,"Wilson, Stefan",25,00:23.1316,23.1316,0,1,1
2018,newgardenjosef__1,"Newgarden, Josef",1,00:23.1702,23.1702,0,1,1
2018,howardjay__7,"Howard, Jay",7,00:23.2208,23.2208,0,1,1
2018,pagenaudsimon__22,"Pagenaud, Simon",22,00:23.3121,23.3121,0,1,1
2018,kanaantony__14,"Kanaan, Tony",14,00:23.4290,23.429,0,1,1
2018,hildebrandjr__66,"Hildebrand, JR",66,00:23.4666,23.4666,0,1,1
2018,karamsage__24,"Karam, Sage",24,00:23.6385,23.6385,0,1,1
2018,patrickdanica__13,"Patrick, Danica",13,00:23.8442,23.8442,0,1,1
2018,davisonjames__33,"Davison, James",33,00:23.8895,23.8895,0,1,1
2018,chiltonmax__59,"Chilton, Max",59,00:23.9129,23.9129,0,1,1
2018,kaiserkyle__32,"Kaiser, Kyle (R)",32,00:24.0557,24.0557,0,1,1
2018,jonesed__10,"Jones, Ed",10,00:24.3774,24.3774,0,1,1
2018,mannpippa__63,"Mann, Pippa",63,00:24.5099,24.5099,4,1,1
2018,carpentered__20,"Carpenter, Ed",20,00:24.8403,24.8403,0,1,1
2018,leistmatheus__4,"Leist, Matheus (R)",4,00:25.1818,25.1818,0,1,1
2018,castroneveshelio__3,"Castroneves, Helio",3,00:25.2332,25.2332,0,1,1
2018,chiltonmax__59,"Chilton, Max",59,00:26.1967,26.1967,4,1,1
2018,andrettimarco__98,"Andretti, Marco",98,00:26.2485,26.2485,4,1,1
2018,howardjay__7,"Howard, Jay",7,00:26.5182,26.5182,4,1,1
2018,pagenaudsimon__22,"Pagenaud, Simon",22,00:27.0206,27.0206,4,1,1
2018,dalyconor__17,"Daly, Conor",17,00:28.2960,28.296,4,1,1
2018,wickensrobert__6,"Wickens, Robert (R)",6,00:28.7108,28.7108,6,1,1
2018,newgardenjosef__1,"Newgarden, Josef",1,00:28.8496,28.8496,4,1,1
2018,clamandemelozachary__19,"Claman De Melo, Zachary (R)",19,00:29.5197,29.5197,4,1,1
2018,veachzach__26,"Veach, Zach",26,00:29.9032,29.9032,4,1,1
2018,serviaoriol__64,"Servia, Oriol",64,00:29.9190,29.919,7,1,1
2018,chavesgabby__88,"Chaves, Gabby",88,00:29.9746,29.9746,4,1,1
2018,pigotspencer__21,"Pigot, Spencer",21,00:30.1450,30.145,4,1,1
2018,wilsonstefan__25,"Wilson, Stefan",25,00:30.4371,30.4371,4,1,1
2018,jonesed__10,"Jones, Ed",10,00:30.5096,30.5096,4,1,1
2018,karamsage__24,"Karam, Sage",24,00:31.2763,31.2763,4,1,1
2018,rossialexander__27,"Rossi, Alexander",27,00:31.2881,31.2881,4,1,1
2018,bourdaissebastien__18,"Bourdais, Sebastien",18,00:31.3437,31.3437,4,1,1
2018,kaiserkyle__32,"Kaiser, Kyle (R)",32,00:31.3640,31.364,4,1,1
2018,hinchcliffejames__5,"Hinchcliffe, James",5,00:31.6953,31.6953,4,1,1
2018,hunterreayryan__28,"Hunter-Reay, Ryan",28,00:32.1432,32.1432,9,1,1
2018,carpentered__20,"Carpenter, Ed",20,00:32.2778,32.2778,4,1,1
2018,davisonjames__33,"Davison, James",33,00:32.6841,32.6841,4,1,1
2018,hildebrandjr__66,"Hildebrand, JR",66,00:32.8028,32.8028,4,1,1
2018,kanaantony__14,"Kanaan, Tony",14,00:32.9800,32.98,4,1,1
2018,rahalgraham__15,"Rahal, Graham",15,00:33.1956,33.1956,4,1,1
2018,leistmatheus__4,"Leist, Matheus (R)",4,00:33.4874,33.4874,4,1,1
2018,patrickdanica__13,"Patrick, Danica",13,00:33.6749,33.6749,4,1,1
2018,powerwill__12,"Power, Will",12,00:33.8697,33.8697,4,1,1
2018,harveyjack__60,"Harvey, Jack",60,00:34.1316,34.1316,9,1,1
2018,munozcarlos__29,"Munoz, Carlos",29,00:34.3610,34.361,4,1,1
2018,satotakuma__30,"Sato, Takuma",30,00:35.3405,35.3405,4,1,1
2018,castroneveshelio__3,"Castroneves, Helio",3,00:35.6992,35.6992,4,1,1
2018,mannpippa__63,"Mann, Pippa",63,00:36.2734,36.2734,9,1,1
2018,carpentered__20,"Carpenter, Ed",20,00:39.2557,39.2557,0,1,1
2018,castroneveshelio__3,"Castroneves, Helio",3,00:39.2828,39.2828,1,1,1
2018,pagenaudsimon__22,"Pagenaud, Simon",22,00:39.3977,39.3977,1,1,1
2018,powerwill__12,"Power, Will",12,00:39.4071,39.4071,3,1,1
2018,bourdaissebastien__18,"Bourdais, Sebastien",18,00:39.4156,39.4156,0,1,1
2018,pigotspencer__21,"Pigot, Spencer",21,00:39.4239,39.4239,1,1,1
2018,newgardenjosef__1,"Newgarden, Josef",1,00:39.4263,39.4263,0,1,1
2018,rossialexander__27,"Rossi, Alexander",27,00:39.4294,39.4294,5,1,1
2018,dixonscott__9,"Dixon, Scott",9,00:39.4394,39.4394,5,1,1
2018,patrickdanica__13,"Patrick, Danica",13,00:39.4684,39.4684,0,1,1
2018,leistmatheus__4,"Leist, Matheus (R)",4,00:39.5120,39.512,0,1,1
2018,kanaantony__14,"Kanaan, Tony",14,00:39.5189,39.5189,1,1,1
2018,hunterreayryan__28,"Hunter-Reay, Ryan",28,00:39.5556,39.5556,5,1,1
2018,jonesed__10,"Jones, Ed",10,00:39.5935,39.5935,0,1,1
2018,munozcarlos__29,"Munoz, Carlos",29,00:39.6732,39.6732,0,1,1
2018,hildebrandjr__66,"Hildebrand, JR",66,00:39.6848,39.6848,1,1,1
2018,andrettimarco__98,"Andretti, Marco",98,00:39.7218,39.7218,0,1,1
2018,veachzach__26,"Veach, Zach",26,00:39.7337,39.7337,0,1,1
2018,kaiserkyle__32,"Kaiser, Kyle (R)",32,00:39.7450,39.745,0,1,1
2018,wickensrobert__6,"Wickens, Robert (R)",6,00:39.7459,39.7459,2,1,1
2018,kimballcharlie__23,"Kimball, Charlie",23,00:39.7501,39.7501,0,1,1
2018,satotakuma__30,"Sato, Takuma",30,00:39.7577,39.7577,0,1,1
2018,howardjay__7,"Howard, Jay",7,00:39.7591,39.7591,0,1,1
2018,karamsage__24,"Karam, Sage",24,00:39.7629,39.7629,1,1,1
2018,wilsonstefan__25,"Wilson, Stefan",25,00:39.7846,39.7846,0,1,1
2018,chavesgabby__88,"Chaves, Gabby",88,00:39.7941,39.7941,0,1,1
2018,harveyjack__60,"Harvey, Jack",60,00:39.7996,39.7996,5,1,1
2018,clamandemelozachary__19,"Claman De Melo, Zachary (R)",19,00:39.8091,39.8091,0,1,1
2018,chiltonmax__59,"Chilton, Max",59,00:39.8524,39.8524,1,1,1
2018,davisonjames__33,"Davison, James",33,00:39.9033,39.9033,0,1,1
2018,rahalgraham__15,"Rahal, Graham",15,00:39.9082,39.9082,3,1,1
2018,serviaoriol__64,"Servia, Oriol",64,00:39.9216,39.9216,8,1,1
2018,hinchcliffejames__5,"Hinchcliffe, James",5,00:39.9378,39.9378,0,1,1
2018,dalyconor__17,"Daly, Conor",17,00:39.9498,39.9498,5,1,1
2018,mannpippa__63,"Mann, Pippa",63,00:40.0303,40.0303,0,1,1
2018,rossialexander__27,"Rossi, Alexander",27,00:42.8862,42.8862,4,1,1
2018,hunterreayryan__28,"Hunter-Reay, Ryan",28,00:43.0394,43.0394,4,1,1
2018,clamandemelozachary__19,"Claman De Melo, Zachary (R)",19,00:43.5164,43.5164,0,1,1
2018,andrettimarco__98,"Andretti, Marco",98,00:43.8402,43.8402,0,1,1
2018,rahalgraham__15,"Rahal, Graham",15,00:43.8973,43.8973,0,1,1
2018,serviaoriol__64,"Servia, Oriol",64,00:43.9861,43.9861,3,1,1
2018,satotakuma__30,"Sato, Takuma",30,00:44.0721,44.0721,0,1,1
2018,kimballcharlie__23,"Kimball, Charlie",23,00:44.6003,44.6003,4,1,1
2018,veachzach__26,"Veach, Zach",26,00:44.9027,44.9027,0,1,1
2018,dixonscott__9,"Dixon, Scott",9,00:45.0168,45.0168,0,1,1
2018,munozcarlos__29,"Munoz, Carlos",29,00:45.0265,45.0265,0,1,1
2018,dalyconor__17,"Daly, Conor",17,00:45.1777,45.1777,0,1,1
2018,hinchcliffejames__5,"Hinchcliffe, James",5,00:45.4236,45.4236,0,1,1
2018,harveyjack__60,"Harvey, Jack",60,00:45.7518,45.7518,0,1,1
2018,dixonscott__9,"Dixon, Scott",9,00:45.9523,45.9523,4,1,1
2018,wickensrobert__6,"Wickens, Robert (R)",6,00:46.0062,46.0062,0,1,1
2018,pagenaudsimon__22,"Pagenaud, Simon",22,00:46.7147,46.7147,0,1,1
2018,powerwill__12,"Power, Will",12,00:46.7912,46.7912,0,1,1
2018,andrettimarco__98,"Andretti, Marco",98,00:47.0033,47.0033,4,1,1
2018,wilsonstefan__25,"Wilson, Stefan",25,00:47.0153,47.0153,0,1,1
2018,bourdaissebastien__18,"Bourdais, Sebastien",18,00:47.1127,47.1127,0,1,1
2018,pigotspencer__21,"Pigot, Spencer",21,00:47.2636,47.2636,0,1,1
2018,kimballcharlie__23,"Kimball, Charlie",23,00:47.2721,47.2721,0,1,1
2018,newgardenjosef__1,"Newgarden, Josef",1,00:47.4665,47.4665,0,1,1
2018,chavesgabby__88,"Chaves, Gabby",88,00:47.5067,47.5067,0,1,1
2018,mannpippa__63,"Mann, Pippa",63,00:47.5691,47.5691,4,1,1
2018,howardjay__7,"Howard, Jay",7,00:47.8761,47.8761,4,1,1
2018,kanaantony__14,"Kanaan, Tony",14,00:48.2976,48.2976,0,1,1
2018,chiltonmax__59,"Chilton, Max",59,00:48.3941,48.3941,4,1,1
2018,jonesed__10,"Jones, Ed",10,00:48.4087,48.4087,0,1,1
2018,hildebrandjr__66,"Hildebrand, JR",66,00:48.4864,48.4864,0,1,1
2018,kaiserkyle__32,"Kaiser, Kyle (R)",32,00:48.4963,48.4963,0,1,1
2018,karamsage__24,"Karam, Sage",24,00:48.5210,48.521,0,1,1
2018,howardjay__7,"Howard, Jay",7,00:48.5895,48.5895,0,1,1
2018,patrickdanica__13,"Patrick, Danica",13,00:48.6500,48.65,0,1,1
2018,newgardenjosef__1,"Newgarden, Josef",1,00:48.8787,48.8787,4,1,1
2018,chiltonmax__59,"Chilton, Max",59,00:48.9807,48.9807,0,1,1
2018,serviaoriol__64,"Servia, Oriol",64,00:49.2682,49.2682,7,1,1
2018,clamandemelozachary__19,"Claman De Melo, Zachary (R)",19,00:49.3882,49.3882,4,1,1
2018,carpentered__20,"Carpenter, Ed",20,00:49.4382,49.4382,0,1,1
2018,dalyconor__17,"Daly, Conor",17,00:49.5701,49.5701,4,1,1
2018,castroneveshelio__3,"Castroneves, Helio",3,00:49.5926,49.5926,0,1,1
2018,pagenaudsimon__22,"Pagenaud, Simon",22,00:49.9849,49.9849,4,1,1
2018,davisonjames__33,"Davison, James",33,00:50.0808,50.0808,0,1,1
2018,kaiserkyle__32,"Kaiser, Kyle (R)",32,00:50.4150,50.415,4,1,1
2018,wilsonstefan__25,"Wilson, Stefan",25,00:50.5640,50.564,4,1,1
2018,leistmatheus__4,"Leist, Matheus (R)",4,00:50.5687,50.5687,0,1,1
2018,veachzach__26,"Veach, Zach",26,00:50.7271,50.7271,4,1,1
2018,pigotspencer__21,"Pigot, Spencer",21,00:51.2886,51.2886,4,1,1
2018,chavesgabby__88,"Chaves, Gabby",88,00:51.5832,51.5832,4,1,1
2018,wickensrobert__6,"Wickens, Robert (R)",6,00:51.8901,51.8901,6,1,1
2018,jonesed__10,"Jones, Ed",10,00:52.1216,52.1216,4,1,1
2018,rossialexander__27,"Rossi, Alexander",27,00:52.7339,52.7339,4,1,1
2018,karamsage__24,"Karam, Sage",24,00:52.9570,52.957,4,1,1
2018,hunterreayryan__28,"Hunter-Reay, Ryan",28,00:52.9731,52.9731,4,1,1
2018,bourdaissebastien__18,"Bourdais, Sebastien",18,00:53.0147,53.0147,4,1,1
2018,kanaantony__14,"Kanaan, Tony",14,00:53.3314,53.3314,4,1,1
2018,hinchcliffejames__5,"Hinchcliffe, James",5,00:53.4030,53.403,4,1,1
2018,carpentered__20,"Carpenter, Ed",20,00:53.7865,53.7865,4,1,1
2018,davisonjames__33,"Davison, James",33,00:54.1432,54.1432,4,1,1
2018,patrickdanica__13,"Patrick, Danica",13,00:54.3233,54.3233,4,1,1
2018,hildebrandjr__66,"Hildebrand, JR",66,00:54.6228,54.6228,4,1,1
2018,powerwill__12,"Power, Will",12,00:54.7500,54.75,4,1,1
2018,leistmatheus__4,"Leist, Matheus (R)",4,00:54.8162,54.8162,4,1,1
2018,harveyjack__60,"Harvey, Jack",60,00:56.0623,56.0623,9,1,1
2018,rahalgraham__15,"Rahal, Graham",15,00:56.4535,56.4535,4,1,1
2018,mannpippa__63,"Mann, Pippa",63,00:56.6030,56.603,9,1,1
2018,munozcarlos__29,"Munoz, Carlos",29,00:56.9272,56.9272,4,1,1
2018,castroneveshelio__3,"Castroneves, Helio",3,00:57.4664,57.4664,4,1,1
2018,satotakuma__30,"Sato, Takuma",30,00:57.5560,57.556,4,1,1
2018,kimballcharlie__23,"Kimball, Charlie",23,01:07.7605,67.76050000000001,4,1,1
2018,dixonscott__9,"Dixon, Scott",9,01:08.4148,68.4148,4,1,1
2018,hinchcliffejames__5,"Hinchcliffe, James",5,01:48.2190,108.219,4,1,1
2018,wickensrobert__6,"Wickens, Robert (R)",6,03:01.0890,181.089,0,1,1
2018,hunterreayryan__28,"Hunter-Reay, Ryan",28,04:06.4280,246.428,4,1,1
2018,serviaoriol__64,"Servia, Oriol",64,04:16.2888,256.2888,3,1,1
2018,andrettimarco__98,"Andretti, Marco",98,04:50.3527,290.3527,0,1,1
2018,clamandemelozachary__19,"Claman De Melo, Zachary (R)",19,04:52.8119,292.8119,0,1,1
2018,pagenaudsimon__22,"Pagenaud, Simon",22,04:53.9621,293.9621,0,1,1
2018,newgardenjosef__1,"Newgarden, Josef",1,04:54.0120,294.012,0,1,1
2018,hunterreayryan__28,"Hunter-Reay, Ryan",28,04:54.9221,294.9221,0,1,1
2018,veachzach__26,"Veach, Zach",26,04:55.7320,295.73199999999997,0,1,1
2018,rossialexander__27,"Rossi, Alexander",27,04:55.9384,295.9384,0,1,1
2018,dalyconor__17,"Daly, Conor",17,04:56.3966,296.3966,4,1,1
2018,pigotspencer__21,"Pigot, Spencer",21,04:57.0953,297.0953,0,1,1
2018,chiltonmax__59,"Chilton, Max",59,04:57.5710,297.571,0,1,1
2018,kaiserkyle__32,"Kaiser, Kyle (R)",32,04:58.0954,298.0954,0,1,1
2018,wilsonstefan__25,"Wilson, Stefan",25,04:58.2086,298.2086,0,1,1
2018,howardjay__7,"Howard, Jay",7,04:58.6091,298.6091,0,1,1
2018,bourdaissebastien__18,"Bourdais, Sebastien",18,04:59.2969,299.2969,0,1,1
2018,chavesgabby__88,"Chaves, Gabby",88,04:59.4045,299.4045,0,1,1
2018,powerwill__12,"Power, Will",12,04:59.4391,299.4391,0,1,1
2018,jonesed__10,"Jones, Ed",10,04:59.5421,299.5421,0,1,1
2018,rahalgraham__15,"Rahal, Graham",15,05:00.0834,300.0834,0,1,1
2018,karamsage__24,"Karam, Sage",24,05:00.8033,300.8033,0,1,1
2018,munozcarlos__29,"Munoz, Carlos",29,05:00.8872,300.8872,0,1,1
2018,kanaantony__14,"Kanaan, Tony",14,05:00.9781,300.9781,0,1,1
2018,carpentered__20,"Carpenter, Ed",20,05:01.0513,301.0513,0,1,1
2018,patrickdanica__13,"Patrick, Danica",13,05:01.5547,301.5547,0,1,1
2018,satotakuma__30,"Sato, Takuma",30,05:01.5831,301.5831,0,1,1
2018,harveyjack__60,"Harvey, Jack",60,05:02.2031,302.2031,4,1,1
2018,hildebrandjr__66,"Hildebrand, JR",66,05:02.9761,302.9761,0,1,1
2018,castroneveshelio__3,"Castroneves, Helio",3,05:04.2920,304.292,0,1,1
2018,leistmatheus__4,"Leist, Matheus (R)",4,05:04.8242,304.8242,0,1,1
2018,mannpippa__63,"Mann, Pippa",63,05:05.3986,305.3986,4,1,1
2018,davisonjames__33,"Davison, James",33,05:06.7310,306.731,0,1,1
2018,dixonscott__9,"Dixon, Scott",9,05:11.6014,311.6014,0,1,1
2018,kimballcharlie__23,"Kimball, Charlie",23,05:15.2220,315.222,0,1,1
2018,mannpippa__63,"Mann, Pippa",63,10:56.9118,656.9118,9,1,1
2018,serviaoriol__64,"Servia, Oriol",64,14:33.4065,873.4065,7,1,1
2018,dalyconor__17,"Daly, Conor",17,18:29.0401,1109.0401,9,1,1
2018,hinchcliffejames__5,"Hinchcliffe, James",5,19:38.9855,1178.9855,4,1,1
2018,rossialexander__27,"Rossi, Alexander",27,44:17.4605,2657.4605,4,1,1
2018,wickensrobert__6,"Wickens, Robert (R)",6,51:18.3077,3078.3077,1,1,1
2018,dixonscott__9,"Dixon, Scott",9,53:47.7585,3227.7585,4,1,1
2018,harveyjack__60,"Harvey, Jack",60,54:11.9591,3251.9591,4,1,1
2018,rahalgraham__15,"Rahal, Graham",15,56:33.3886,3393.3886,4,1,1
2019,jonesed__63,"Jones, Ed",63,00:00.3412,0.3412,1,1,1
2019,pagenaudsimon__22,"Pagenaud, Simon",22,00:00.3430,0.343,4,1,1
2019,powerwill__12,"Power, Will",12,00:00.3433,0.3433,3,1,1
2019,newgardenjosef__2,"Newgarden, Josef",2,00:00.3434,0.3434,3,1,1
2019,dixonscott__9,"Dixon, Scott",9,00:00.3438,0.3438,8,1,1
2019,pigotspencer__21,"Pigot, Spencer",21,00:00.3442,0.3442,1,1,1
2019,castroneveshelio__3,"Castroneves, Helio",3,00:00.3443,0.3443,10,1,1
2019,karamsage__24,"Karam, Sage",24,00:00.3444,0.3444,7,1,1
2019,andrettimarco__98,"Andretti, Marco",98,00:00.3445,0.3445,12,1,1
2019,hildebrandjr__48,"Hildebrand, JR",48,00:00.3446,0.3446,1,1,1
2019,hertacolton__88,"Herta, Colton (R)",88,00:00.3449,0.3449,7,1,1
2019,rossialexander__27,"Rossi, Alexander",27,00:00.3449,0.3449,8,1,1
2019,dalyconor__25,"Daly, Conor",25,00:00.3450,0.345,10,1,1
2019,davisonjames__33,"Davison, James",33,00:00.3450,0.345,1,1,1
2019,alonsofernando__66,"Alonso, Fernando",66,00:00.3456,0.3456,7,1,1
2019,carpentered__20,"Carpenter, Ed",20,00:00.3456,0.3456,3,1,1
2019,ericssonmarcus__7,"Ericsson, Marcus (R)",7,00:00.3459,0.3459,1,1,1
2019,satotakuma__30,"Sato, Takuma",30,00:00.3460,0.346,4,1,1
2019,mannpippa__39,"Mann, Pippa",39,00:00.3462,0.3462,1,1,1
2019,hanleyben__81,"Hanley, Ben (R)",81,00:00.3463,0.3463,13,1,1
2019,kimballcharlie__23,"Kimball, Charlie",23,00:00.3463,0.3463,4,1,1
2019,bourdaissebastien__18,"Bourdais, Sebastien",18,00:00.3467,0.3467,2,1,1
2019,harveyjack__60,"Harvey, Jack",60,00:00.3467,0.3467,1,1,1
2019,hinchcliffejames__5,"Hinchcliffe, James",5,00:00.3467,0.3467,1,1,1
2019,rosenqvistfelix__10,"Rosenqvist, Felix (R)",10,00:00.3467,0.3467,7,1,1
2019,leistmatheus__4,"Leist, Matheus",4,00:00.3468,0.3468,7,1,1
2019,ferruccisantino__19,"Ferrucci, Santino (R)",19,00:00.3469,0.3469,1,1,1
2019,hinchcliffejames__5T,"Hinchcliffe, James",5T,00:00.3470,0.347,9,1,1
2019,hunterreayryan__28,"Hunter-Reay, Ryan",28,00:00.3470,0.347,4,1,1
2019,rahalgraham__15,"Rahal, Graham",15,00:00.3470,0.347,8,1,1
2019,rahalgraham__15,"Rahal, Graham",15,00:00.3470,0.347,16,1,1
2019,veachzach__26,"Veach, Zach",26,00:00.3470,0.347,1,1,1
2019,kanaantony__14,"Kanaan, Tony",14,00:00.3473,0.3473,1,1,1
2019,owardpatricio__31,"O'Ward, Patricio (R)",31,00:00.3473,0.3473,7,1,1
2019,kingjordan__42,"King, Jordan (R)",42,00:00.3477,0.3477,4,1,1
2019,kingjordan__42,"King, Jordan (R)",42,00:00.3477,0.3477,17,1,1
2019,serviaoriol__77,"Servia, Oriol",77,00:00.3477,0.3477,2,1,1
2019,chiltonmax__59,"Chilton, Max",59,00:00.3478,0.3478,8,1,1
2019,kaiserkyle__32,"Kaiser, Kyle",32,00:00.3481,0.3481,2,1,1
2019,pigotspencer__21,"Pigot, Spencer",21,00:00.3489,0.3489,1,1,1
2019,newgardenjosef__2,"Newgarden, Josef",2,00:00.3500,0.35,1,1,1
2019,jonesed__63,"Jones, Ed",63,00:00.3503,0.3503,1,1,1
2019,pigotspencer__21,"Pigot, Spencer",21,00:00.3504,0.3504,1,1,1
2019,leistmatheus__4,"Leist, Matheus",4,00:00.3506,0.3506,1,1,1
2019,pagenaudsimon__22,"Pagenaud, Simon",22,00:00.3506,0.3506,1,1,1
2019,karamsage__24,"Karam, Sage",24,00:00.3507,0.3507,1,1,1
2019,pagenaudsimon__22,"Pagenaud, Simon",22,00:00.3507,0.3507,1,1,1
2019,andrettimarco__98,"Andretti, Marco",98,00:00.3508,0.3508,3,1,1
2019,castroneveshelio__3,"Castroneves, Helio",3,00:00.3509,0.3509,1,1,1
2019,hertacolton__88,"Herta, Colton (R)",88,00:00.3509,0.3509,7,1,1
2019,powerwill__12,"Power, Will",12,00:00.3510,0.351,1,1,1
2019,powerwill__12,"Power, Will",12,00:00.3511,0.3511,3,1,1
2019,carpentered__20,"Carpenter, Ed",20,00:00.3512,0.3512,1,1,1
2019,castroneveshelio__3,"Castroneves, Helio",3,00:00.3512,0.3512,1,1,1
2019,carpentered__20,"Carpenter, Ed",20,00:00.3513,0.3513,1,1,1
2019,newgardenjosef__2,"Newgarden, Josef",2,00:00.3513,0.3513,1,1,1
2019,andrettimarco__98,"Andretti, Marco",98,00:00.3515,0.3515,1,1,1
2019,serviaoriol__77,"Servia, Oriol",77,00:00.3516,0.3516,3,1,1
2019,rahalgraham__15,"Rahal, Graham",15,00:00.3517,0.3517,3,1,1
2019,bourdaissebastien__18,"Bourdais, Sebastien",18,00:00.3519,0.3519,3,1,1
2019,pagenaudsimon__22,"Pagenaud, Simon",22,00:00.3519,0.3519,0,1,1
2019,hildebrandjr__48,"Hildebrand, JR",48,00:00.3520,0.352,1,1,1
2019,jonesed__63,"Jones, Ed",63,00:00.3520,0.352,0,1,1
2019,jonesed__63,"Jones, Ed",63,00:00.3520,0.352,1,1,1
2019,kimballcharlie__23,"Kimball, Charlie",23,00:00.3520,0.352,1,1,1
2019,dalyconor__25,"Daly, Conor",25,00:00.3523,0.3523,7,1,1
2019,hertacolton__88,"Herta, Colton (R)",88,00:00.3523,0.3523,2,1,1
2019,hunterreayryan__28,"Hunter-Reay, Ryan",28,00:00.3523,0.3523,1,1,1
2019,dalyconor__25,"Daly, Conor",25,00:00.3524,0.3524,7,1,1
2019,davisonjames__33,"Davison, James",33,00:00.3524,0.3524,1,1,1
2019,rossialexander__27,"Rossi, Alexander",27,00:00.3524,0.3524,1,1,1
2019,rossialexander__27,"Rossi, Alexander",27,00:00.3524,0.3524,2,1,1
2019,bourdaissebastien__18,"Bourdais, Sebastien",18,00:00.3525,0.3525,1,1,1
2019,ferruccisantino__19,"Ferrucci, Santino (R)",19,00:00.3525,0.3525,1,1,1
2019,satotakuma__30,"Sato, Takuma",30,00:00.3526,0.3526,1,1,1
2019,hunterreayryan__28,"Hunter-Reay, Ryan",28,00:00.3527,0.3527,4,1,1
