year,line_no,raw_line,lap_token_count,total_token_count,speed_token_count,status
2025,74,"69 15 Rahal, Graham D/H/F 39.1342 39.1119 39.5575 39.6174 02:37.4210 228.686 Day 1 Bumped",5,1,1,
2025,75,"70 66 Armstrong, Marcus D/H/F 39.1987 39.2122 40.4147 0.0000 01:58.8256 227.224 Day 1 Waved Off",4,1,1,Waved Off
2025,76,"71 51 Abel, Jacob D/H/F 39.7125 39.7983 39.6218 39.5566 02:38.6892 226.859 Day 1 Bumped",5,1,1,
2025,77,"72 51 Abel, Jacob D/H/F 39.4487 40.0273 0.0000 0.0000 01:19.4760 226.483 Day 1 Waved Off",3,1,1,Waved Off
2025,78,"73 66 Armstrong, Marcus D/H/F 39.8399 39.7927 0.0000 0.0000 01:19.6326 226.038 Day 1 Waved Off",3,1,1,Waved Off
2026,6,"1 10 Palou, Alex D/H/F 38.6518 38.7351 38.8190 38.8007 02:35.0066 232.248",5,1,1,
2026,7,"2 20 Rossi, Alexander D/C/F 38.6984 38.7867 38.8416 38.8525 02:35.1792 231.990",5,1,1,
2026,8,"3 12 Malukas, David D/C/F 38.8387 38.8036 38.8317 38.7809 02:35.2549 231.877",5,1,1,
2026,9,"4 60 Rosenqvist, Felix D/H/F 38.8324 38.8981 38.9242 38.9367 02:35.5914 231.375",5,1,1,
2026,10,"5 14 Ferrucci, Santino D/C/F 38.9326 39.0114 39.0319 38.9723 02:35.9482 230.846",5,1,1,
2026,11,"6 5 O'Ward, Pato D/C/F 39.1120 39.0353 39.0304 39.0441 02:36.2218 230.442",5,1,1,
2026,12,"7 8 Simpson, Kyffin D/H/F 38.9509 38.9524 39.0335 38.9861 02:35.9229 230.883",5,1,1,
2026,13,"8 23 Daly, Conor D/C/F 38.9505 38.9202 39.0477 39.1206 02:36.0390 230.712",5,1,1,
2026,14,"9 3 McLaughlin, Scott D/C/F 38.8132 38.9094 39.1338 39.2736 02:36.1300 230.577",5,1,1,
2026,15,"10 4 Collet, Caio D/C/F 38.8168 38.9458 39.2303 39.1631 02:36.1560 230.539",5,1,1,
2026,16,"11 9 Dixon, Scott D/H/F 38.9861 39.0478 39.1189 39.1334 02:36.2862 230.347",5,1,1,
2026,17,"12 76 VeeKay, Rinus D/C/F 38.7701 39.0720 39.3672 39.5955 02:36.8048 229.585",5,1,1,
2026,18,"13 75 Sato, Takuma D/H/F 38.8096 39.0164 38.9970 39.0247 02:35.8477 230.995",5,1,1,
2026,19,"14 33 Carpenter, Ed D/C/F 38.8228 38.8999 38.9634 39.2732 02:35.9593 230.829",5,1,1,
2026,20,"15 06 Castroneves, Helio D/H/F 38.9344 38.9609 39.0517 39.0247 02:35.9717 230.811",5,1,1,
2026,21,"16 21 Rasmussen, Christian D/C/F 38.9150 39.0450 39.0507 39.0327 02:36.0434 230.705",5,1,1,
2026,22,"17 66 Armstrong, Marcus D/H/F 38.9577 39.0729 39.0640 38.9518 02:36.0464 230.701",5,1,1,
2026,23,"18 28 Ericsson, Marcus D/H/F 38.8881 39.1244 38.9797 39.0768 02:36.0690 230.667",5,1,1,
2026,24,"19 7 Lundgaard, Christian D/C/F 38.9735 39.0041 39.1059 38.9894 02:36.0729 230.661",5,1,1,
2026,25,"20 26 Power, Will D/H/F 39.0566 39.1165 39.1005 39.0587 02:36.3323 230.279",5,1,1,
2026,26,"21 6 Siegel, Nolan D/C/F 39.1381 39.0565 39.0580 39.1243 02:36.3769 230.213",5,1,1,
2026,27,"22 45 Foster, Louis D/H/F 38.9572 39.1501 39.1178 39.1522 02:36.3773 230.212",5,1,1,
2026,28,"23 31 Hunter-Reay, Ryan D/C/F 39.0840 39.0919 39.1161 39.0923 02:36.3843 230.202",5,1,1,
2026,29,"24 2 Newgarden, Josef D/C/F 39.0500 39.1264 39.1343 39.0991 02:36.4098 230.165",5,1,1,
2026,30,"25 18 Grosjean, Romain D/H/F 39.0827 39.2411 39.1688 39.1717 02:36.6643 229.791",5,1,1,
2026,31,"26 27 Kirkwood, Kyle D/H/F 39.1156 39.2012 39.2521 39.2207 02:36.7896 229.607",5,1,1,
2026,32,"27 11 Legge, Katherine D/C/F 39.0628 39.1641 39.2822 39.3837 02:36.8928 229.456",5,1,1,
2026,33,"28 47 Schumacher, Mick D/H/F 39.1352 39.1969 39.2847 39.2801 02:36.8969 229.450",5,1,1,
2026,34,"29 24 Harvey, Jack D/C/F 39.1493 39.1689 39.2581 39.4871 02:37.0634 229.207",5,1,1,
2026,35,"30 15 Rahal, Graham D/H/F 39.1781 39.2461 39.3143 39.4551 02:37.1936 229.017",5,1,1,
2026,36,"31 19 Hauger, Dennis D/H/F 39.2606 39.2198 39.3836 39.3536 02:37.2176 228.982",5,1,1,
2026,37,"32 51 Abel, Jacob D/C/F 39.2897 39.3580 39.4642 39.6659 02:37.7778 228.169",5,1,1,
2026,38,"33 77 Robb, Sting Ray D/C/F 39.1902 39.5668 39.9292 40.2039 02:38.8901 226.572",5,1,1,
