record_type,fused_decision_id,feasible_action,regime,reconciliation_status,source_decision_id,source_file,reason
ACTION,DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_66_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_66_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_66_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_67_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_67_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_67_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_7_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_7_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_7_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_8_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_8_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_8_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_8_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_81_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_81_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_81_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_81_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_88_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_88_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_88_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_88_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_98_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_98_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2020_98_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2020_98_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_1_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_1_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_1_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_1_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_1_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_1_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_11_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_11_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_11_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_12_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_12_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_12_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_12_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_14_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_14_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_14_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_14_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_15_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_15_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_15_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_15_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_16_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_16_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_16_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_16_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_2_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_2_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_2_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_2_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_20_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_20_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_20_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_20_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_21_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_21_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_21_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_21_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_22_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_22_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_22_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_22_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_26_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_26_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_26_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_26_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_27_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_27_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_27_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_27_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_3_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_3_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_3_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_3_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_30_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_30_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_30_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_30_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_4_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_4_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_4_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_4_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_45_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_45_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_45_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_45_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_47_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_47_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_47_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_47_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_5_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_5_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_5_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_5_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_51_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_51_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_51_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_51_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_59_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_59_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_59_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_59_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_60_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_60_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_60_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_60_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_7_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_7_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_7_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_7_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_75_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_75_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_75_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_75_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_8_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_8_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_8_POST_FIRST_ATTEMPT,WITHDRAW_AND_PRIORITY_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_8_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,STOP,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_86_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
ACTION,DAY1::DAY1_2021_86_POST_FIRST_ATTEMPT,RETAIN_AND_REATTEMPT,DAY1,PRESERVED_FROM_R4F8B,DAY1_2021_86_POST_FIRST_ATTEMPT,r4/output/r4f8b_final_mc_eligible_decision_rows_v1.csv,Existing frozen Day1 MC action
