path,rows,field,nonempty_count,unique_nonempty_count,examples
weather/output/decision_time_observable_state_v4_1_final.csv,8,historical_action_source,8,6,Autosport + INDYCAR Official Qualification Results | AUTOSPORT | THE_RACE_2022_DAY1 | The Race + INDYCAR Official Qualification Results | The Race | INDYCAR 2022 Day 1 Qualifying Recap
weather/output/decision_time_observable_state_v4_1_final.csv,8,historical_action_is_observable_feature,8,1,False
weather/output/decision_time_observable_state_v4_1_final.csv,8,post_action_outcome_is_observable_feature,8,1,False
weather/output/attempt_performance_model_matrix_v1.csv,123,prior_supported_attempt_count,123,3,0 | 1 | 2
weather/output/r3c_final_monte_carlo_action_envelope_v2.csv,288,historical_action_label,288,6,WITHDRAW_EXISTING_RESULT_AND_USE_LANE1 | RETAKE_RUN | REPEAT_ATTEMPT_IMPROVED | BAILED_OUT_OF_FIRST_RUN | SECOND_ATTEMPT | REQUIRED_REATTEMPT_AFTER_INVALIDATION
weather/output/r3c_final_monte_carlo_action_envelope_v2.csv,288,mean_final_speed_mph,288,56,231.3410000000 | 231.8619355600 | 231.7690831950 | 231.6509534450 | 231.5497983450 | 232.2125134300
weather/output/r3c_final_monte_carlo_action_envelope_v2.csv,288,q05_final_speed_mph,288,24,231.3410000000 | 230.4140000000 | 230.9590000000 | 230.2120000000 | 229.2850000000 | 229.8300000000
weather/output/r3c_final_monte_carlo_action_envelope_v2.csv,288,q50_final_speed_mph,288,32,231.3410000000 | 231.5150000000 | 231.4350000000 | 231.5680000000 | 230.2120000000 | 230.3860000000
weather/output/r3c_final_monte_carlo_action_envelope_v2.csv,288,q95_final_speed_mph,288,32,231.3410000000 | 234.8030000000 | 232.1390000000 | 236.0360000000 | 230.2120000000 | 233.6740000000
weather/output/r3c_final_monte_carlo_action_envelope_v2.csv,288,rank_outcome_probability_available,288,1,False
weather/output/r3c_final_monte_carlo_action_envelope_v2.csv,288,historical_action_applicability,288,4,COUNTERFACTUAL_ACTION | OBSERVED_ACTION | GENERIC_COUNTERFACTUAL_OR_PARTIAL_HISTORY | NOT_APPLICABLE_AS_ELECTIVE_CHOICE
weather/output/r3c_final_monte_carlo_action_envelope_v2.csv,288,historical_action_feasibility,288,4,RULE_POSSIBILITY_NOT_HISTORICALLY_RECONSTRUCTED | SUPPORTED | NOT_FULLY_IDENTIFIABLE | NOT_COMPARABLE
weather/output/chronology_rescue_2022_ilott_autosport_retake_evidence_v1.csv,1,withdrawal_semantics,1,1,UNKNOWN
weather/output/final_integrated_decision_profiles_v1.csv,480,current_retained_speed_mph,480,3,229.0 | 231.0 | 233.0
weather/output/attempt_performance_repeat_delta_context_v1.csv,40,prior_supported_attempt_count,40,2,1 | 2
weather/output/attempt_performance_repeat_delta_context_v1.csv,40,prior_complete_attempt_count,40,2,1 | 2
weather/output/chronology_rescue_2022_ilott_paragraph_local_adjudication_v1.csv,18,withdraw_terms,0,0,
weather/output/chronology_rescue_2022_ilott_repeat_pair_evidence_v1.csv,18,mentions_withdraw,18,1,False
weather/output/repeat_delta_regime_row_diagnostics_v1.csv,39,prior_supported_attempt_count,39,2,1 | 2
weather/output/repeat_delta_regime_row_diagnostics_v1.csv,39,prior_complete_attempt_count,39,2,1 | 2
weather/output/retain_withdraw_scenario_classification_v1.csv,120,current_retained_speed_mph,120,3,229.0 | 231.0 | 233.0
weather/output/queue_wait_sensitivity_scenarios_v1.csv,4,median_withdraw_to_completion_seconds,4,4,455.77885000000003 | 1055.77885 | 1955.77885 | 2855.77885
weather/output/queue_wait_sensitivity_scenarios_v1.csv,4,q95_withdraw_to_completion_seconds,4,4,458.10339999999997 | 1058.1034 | 1958.1034 | 2858.1034
weather/output/queue_wait_sensitivity_scenarios_v1.csv,4,median_withdraw_to_completion_minutes,4,4,7.596314166666668 | 17.596314166666666 | 32.596314166666666 | 47.596314166666666
weather/output/queue_wait_sensitivity_scenarios_v1.csv,4,q95_withdraw_to_completion_minutes,4,4,7.635056666666666 | 17.635056666666667 | 32.635056666666664 | 47.635056666666664
weather/output/attempt_performance_residual_diagnostics_v1.csv,615,prior_supported_attempt_count,615,3,0 | 1 | 2
weather/output/chronology_rescue_2022_repeat_pair_coverage_post_ilott_v1.csv,10,attempt_count,10,2,2 | 3
weather/output/retain_withdraw_target_aware_compact_v1.csv,480,current_retained_speed_mph,480,3,229.0 | 231.0 | 233.0
weather/output/official_lane_queue_live_year_coverage_v1.csv,5,withdraw_event,5,1,FOUND_PARTIAL
weather/output/decision_robustness_envelope_v1.csv,480,current_retained_speed_mph,480,3,229.0 | 231.0 | 233.0
