fused_decision_id,year,driver,assumed_time_remaining_minutes,priority_wait_reduction_percent,retain_p_completed,withdraw_p_completed,retain_p_final_meets_benchmark,withdraw_p_final_meets_benchmark,withdraw_p_no_final_result,withdraw_p_final_worse_than_current,delta_benchmark_success_probability
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,5,25,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,5,50,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,5,75,0.0,0.25165,1.0,0.2356,0.74835,0.8675,-0.7644
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,10,0,0.24595,0.24595,1.0,0.23095,0.75405,0.87035,-0.76905
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,10,25,0.24595,0.24595,1.0,0.23095,0.75405,0.87035,-0.76905
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,10,50,0.24595,0.24595,1.0,0.23095,0.75405,0.87035,-0.76905
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,10,75,0.24595,0.50065,1.0,0.4694,0.49935,0.73415,-0.5306
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,15,0,0.2522,0.2522,1.0,0.23635,0.7478,0.8659,-0.7636499999999999
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,15,25,0.2522,0.49965,1.0,0.4678,0.50035,0.7371,-0.5322
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,15,50,0.2522,0.49965,1.0,0.4678,0.50035,0.7371,-0.5322
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,15,75,0.2522,1.0,1.0,0.9343,0.0,0.47065,-0.06569999999999998
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,20,0,0.5059,0.5059,1.0,0.4732,0.4941,0.73095,-0.5267999999999999
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,20,25,0.5059,0.5059,1.0,0.4732,0.4941,0.73095,-0.5267999999999999
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,20,50,0.5059,0.7521,1.0,0.70475,0.2479,0.5975,-0.29525
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,20,75,0.5059,1.0,1.0,0.9367,0.0,0.46945,-0.06330000000000002
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,30,0,0.4998,0.4998,1.0,0.468,0.5002,0.73605,-0.532
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,30,25,0.4998,0.74795,1.0,0.70015,0.25205,0.6067,-0.29984999999999995
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,30,50,0.4998,1.0,1.0,0.93675,0.0,0.4732,-0.06325000000000003
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,30,75,0.4998,1.0,1.0,0.93675,0.0,0.4732,-0.06325000000000003
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,45,0,0.74555,0.74555,1.0,0.6984,0.25445,0.6077,-0.3016
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,45,25,0.74555,1.0,1.0,0.93645,0.0,0.47245,-0.06355
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,45,50,0.74555,1.0,1.0,0.93645,0.0,0.47245,-0.06355
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,45,75,0.74555,1.0,1.0,0.93645,0.0,0.47245,-0.06355
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,60,0,1.0,1.0,1.0,0.93425,0.0,0.472,-0.06574999999999998
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,60,25,1.0,1.0,1.0,0.93425,0.0,0.472,-0.06574999999999998
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,60,50,1.0,1.0,1.0,0.93425,0.0,0.472,-0.06574999999999998
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,60,75,1.0,1.0,1.0,0.93425,0.0,0.472,-0.06574999999999998
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,5,0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,5,25,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,5,50,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,5,75,0.0,0.2542,1.0,0.21315,0.7458,0.8631,-0.78685
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,10,0,0.2467,0.2467,1.0,0.2102,0.7533,0.86545,-0.7898000000000001
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,10,25,0.2467,0.2467,1.0,0.2102,0.7533,0.86545,-0.7898000000000001
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,10,50,0.2467,0.2467,1.0,0.2102,0.7533,0.86545,-0.7898000000000001
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,10,75,0.2467,0.50445,1.0,0.4276,0.49555,0.7283,-0.5724
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,15,0,0.2581,0.2581,1.0,0.2165,0.7419,0.86015,-0.7835
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,15,25,0.2581,0.51015,1.0,0.42765,0.48985,0.726,-0.57235
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,15,50,0.2581,0.51015,1.0,0.42765,0.48985,0.726,-0.57235
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,15,75,0.2581,1.0,1.0,0.84105,0.0,0.46185,-0.15895000000000004
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,20,0,0.4979,0.4979,1.0,0.4197,0.5021,0.72845,-0.5803
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,20,25,0.4979,0.4979,1.0,0.4197,0.5021,0.72845,-0.5803
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,20,50,0.4979,0.74995,1.0,0.6306,0.25005,0.59435,-0.36939999999999995
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,20,75,0.4979,1.0,1.0,0.8386,0.0,0.4603,-0.1614
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,30,0,0.4952,0.4952,1.0,0.4165,0.5048,0.73145,-0.5835
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,30,25,0.4952,0.75065,1.0,0.6293,0.24935,0.59535,-0.37070000000000003
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,30,50,0.4952,1.0,1.0,0.8387,0.0,0.4616,-0.1613
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,30,75,0.4952,1.0,1.0,0.8387,0.0,0.4616,-0.1613
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,45,0,0.7554,0.7554,1.0,0.6369,0.2446,0.59485,-0.3631
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,45,25,0.7554,1.0,1.0,0.84315,0.0,0.46145,-0.15685000000000004
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,45,50,0.7554,1.0,1.0,0.84315,0.0,0.46145,-0.15685000000000004
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,45,75,0.7554,1.0,1.0,0.84315,0.0,0.46145,-0.15685000000000004
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,60,0,1.0,1.0,1.0,0.84345,0.0,0.4589,-0.15654999999999997
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,60,25,1.0,1.0,1.0,0.84345,0.0,0.4589,-0.15654999999999997
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,60,50,1.0,1.0,1.0,0.84345,0.0,0.4589,-0.15654999999999997
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,60,75,1.0,1.0,1.0,0.84345,0.0,0.4589,-0.15654999999999997
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,5,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,5,25,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,5,50,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,5,75,0.0,0.2534,0.0,0.00025,0.7466,0.9294,0.00025
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,10,0,0.25095,0.25095,0.00025,0.00025,0.74905,0.93215,0.0
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,10,25,0.25095,0.25095,0.00025,0.00025,0.74905,0.93215,0.0
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,10,50,0.25095,0.25095,0.00025,0.00025,0.74905,0.93215,0.0
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,10,75,0.25095,0.5012,0.00025,0.0006,0.4988,0.8627,0.00034999999999999994
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,15,0,0.24705,0.24705,0.0002,0.0002,0.75295,0.9316,0.0
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,15,25,0.24705,0.49845,0.0002,0.0005,0.50155,0.86095,0.00030000000000000003
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,15,50,0.24705,0.49845,0.0002,0.0005,0.50155,0.86095,0.00030000000000000003
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,15,75,0.24705,1.0,0.0002,0.0009,0.0,0.7247,0.0007
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,20,0,0.5029,0.5029,0.0005,0.0005,0.4971,0.86085,0.0
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,20,25,0.5029,0.5029,0.0005,0.0005,0.4971,0.86085,0.0
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,20,50,0.5029,0.75075,0.0005,0.001,0.24925,0.79095,0.0005
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,20,75,0.5029,1.0,0.0005,0.00115,0.0,0.72225,0.00065
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,30,0,0.4968,0.4968,0.0004,0.0004,0.5032,0.8576,0.0
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,30,25,0.4968,0.75175,0.0004,0.00055,0.24825,0.78615,0.00015000000000000001
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,30,50,0.4968,1.0,0.0004,0.0008,0.0,0.7178,0.0004
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,30,75,0.4968,1.0,0.0004,0.0008,0.0,0.7178,0.0004
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,45,0,0.7483,0.7483,0.0006,0.0006,0.2517,0.79405,0.0
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,45,25,0.7483,1.0,0.0006,0.00075,0.0,0.72725,0.00015000000000000007
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,45,50,0.7483,1.0,0.0006,0.00075,0.0,0.72725,0.00015000000000000007
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,45,75,0.7483,1.0,0.0006,0.00075,0.0,0.72725,0.00015000000000000007
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,60,0,1.0,1.0,0.0009,0.0009,0.0,0.7126,0.0
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,60,25,1.0,1.0,0.0009,0.0009,0.0,0.7126,0.0
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,60,50,1.0,1.0,0.0009,0.0009,0.0,0.7126,0.0
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,60,75,1.0,1.0,0.0009,0.0009,0.0,0.7126,0.0
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,5,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,5,25,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,5,50,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,5,75,0.0,0.2458,0.0,0.2161,0.7542,0.7637,0.2161
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,10,0,0.24795,0.24795,0.21575,0.21575,0.75205,0.7625,0.0
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,10,25,0.24795,0.24795,0.21575,0.21575,0.75205,0.7625,0.0
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,10,50,0.24795,0.24795,0.21575,0.21575,0.75205,0.7625,0.0
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,10,75,0.24795,0.50075,0.21575,0.4346,0.49925,0.51875,0.21885
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,15,0,0.2487,0.2487,0.21725,0.21725,0.7513,0.76035,0.0
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,15,25,0.2487,0.49995,0.21725,0.43635,0.50005,0.51945,0.21910000000000002
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,15,50,0.2487,0.49995,0.21725,0.43635,0.50005,0.51945,0.21910000000000002
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,15,75,0.2487,1.0,0.21725,0.8746,0.0,0.03935,0.6573500000000001
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,20,0,0.50795,0.50795,0.4423,0.4423,0.49205,0.5132,0.0
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,20,25,0.50795,0.50795,0.4423,0.4423,0.49205,0.5132,0.0
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,20,50,0.50795,0.75495,0.4423,0.65795,0.24505,0.2763,0.21565
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,20,75,0.50795,1.0,0.4423,0.87385,0.0,0.04025,0.43155
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,30,0,0.5022,0.5022,0.4381,0.4381,0.4978,0.5181,0.0
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,30,25,0.5022,0.75125,0.4381,0.65555,0.24875,0.27895,0.21744999999999998
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,30,50,0.5022,1.0,0.4381,0.8724,0.0,0.04025,0.43429999999999996
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,30,75,0.5022,1.0,0.4381,0.8724,0.0,0.04025,0.43429999999999996
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,45,0,0.7512,0.7512,0.65655,0.65655,0.2488,0.27965,0.0
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,45,25,0.7512,1.0,0.65655,0.8761,0.0,0.0405,0.21955000000000002
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,45,50,0.7512,1.0,0.65655,0.8761,0.0,0.0405,0.21955000000000002
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,45,75,0.7512,1.0,0.65655,0.8761,0.0,0.0405,0.21955000000000002
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,60,0,1.0,1.0,0.8759,0.8759,0.0,0.0387,0.0
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,60,25,1.0,1.0,0.8759,0.8759,0.0,0.0387,0.0
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,60,50,1.0,1.0,0.8759,0.8759,0.0,0.0387,0.0
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,60,75,1.0,1.0,0.8759,0.8759,0.0,0.0387,0.0
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,5,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,5,25,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,5,50,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,5,75,0.0,0.2489,0.0,0.02615,0.7511,0.8458,0.02615
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,10,0,0.25175,0.25175,0.02555,0.02555,0.74825,0.8443,0.0
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,10,25,0.25175,0.25175,0.02555,0.02555,0.74825,0.8443,0.0
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,10,50,0.25175,0.25175,0.02555,0.02555,0.74825,0.8443,0.0
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,10,75,0.25175,0.49835,0.02555,0.05205,0.50165,0.6911,0.0265
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,15,0,0.2495,0.2495,0.0258,0.0258,0.7505,0.84305,0.0
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,15,25,0.2495,0.5008,0.0258,0.0522,0.4992,0.6848,0.026400000000000003
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,15,50,0.2495,0.5008,0.0258,0.0522,0.4992,0.6848,0.026400000000000003
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,15,75,0.2495,1.0,0.0258,0.10475,0.0,0.3776,0.07894999999999999
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,20,0,0.4999,0.4999,0.0558,0.0558,0.5001,0.6907,0.0
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,20,25,0.4999,0.4999,0.0558,0.0558,0.5001,0.6907,0.0
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,20,50,0.4999,0.74885,0.0558,0.08325,0.25115,0.53395,0.027450000000000002
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,20,75,0.4999,1.0,0.0558,0.1117,0.0,0.37715,0.05589999999999999
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,30,0,0.50365,0.50365,0.0538,0.0538,0.49635,0.685,0.0
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,30,25,0.50365,0.7517,0.0538,0.0816,0.2483,0.53035,0.027800000000000005
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,30,50,0.50365,1.0,0.0538,0.10745,0.0,0.37805,0.05365
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,30,75,0.50365,1.0,0.0538,0.10745,0.0,0.37805,0.05365
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,45,0,0.74585,0.74585,0.07725,0.07725,0.25415,0.53815,0.0
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,45,25,0.74585,1.0,0.07725,0.10305,0.0,0.37785,0.025800000000000003
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,45,50,0.74585,1.0,0.07725,0.10305,0.0,0.37785,0.025800000000000003
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,45,75,0.74585,1.0,0.07725,0.10305,0.0,0.37785,0.025800000000000003
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,60,0,1.0,1.0,0.1047,0.1047,0.0,0.37585,0.0
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,60,25,1.0,1.0,0.1047,0.1047,0.0,0.37585,0.0
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,60,50,1.0,1.0,0.1047,0.1047,0.0,0.37585,0.0
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,60,75,1.0,1.0,0.1047,0.1047,0.0,0.37585,0.0
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,5,0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,5,25,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,5,50,0.0,0.0,1.0,0.0,1.0,1.0,-1.0
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,5,75,0.0,0.24645,1.0,0.1933,0.75355,0.8558,-0.8067
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,10,0,0.24875,0.24875,1.0,0.19735,0.75125,0.8494,-0.80265
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,10,25,0.24875,0.24875,1.0,0.19735,0.75125,0.8494,-0.80265
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,10,50,0.24875,0.24875,1.0,0.19735,0.75125,0.8494,-0.80265
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,10,75,0.24875,0.5019,1.0,0.39845,0.4981,0.69855,-0.60155
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,15,0,0.2492,0.2492,1.0,0.1974,0.7508,0.85085,-0.8026
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,15,25,0.2492,0.50015,1.0,0.3959,0.49985,0.7032,-0.6041000000000001
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,15,50,0.2492,0.50015,1.0,0.3959,0.49985,0.7032,-0.6041000000000001
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,15,75,0.2492,1.0,1.0,0.7905,0.0,0.40275,-0.20950000000000002
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,20,0,0.5024,0.5024,1.0,0.3966,0.4976,0.7014,-0.6033999999999999
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,20,25,0.5024,0.5024,1.0,0.3966,0.4976,0.7014,-0.6033999999999999
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,20,50,0.5024,0.75015,1.0,0.59135,0.24985,0.5529,-0.40864999999999996
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,20,75,0.5024,1.0,1.0,0.78675,0.0,0.4055,-0.21325000000000005
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,30,0,0.5003,0.5003,1.0,0.39545,0.4997,0.70595,-0.6045499999999999
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,30,25,0.5003,0.7491,1.0,0.59205,0.2509,0.5597,-0.40795000000000003
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,30,50,0.5003,1.0,1.0,0.7892,0.0,0.41005,-0.2108
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,30,75,0.5003,1.0,1.0,0.7892,0.0,0.41005,-0.2108
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,45,0,0.75435,0.75435,1.0,0.59505,0.24565,0.54905,-0.40495000000000003
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,45,25,0.75435,1.0,1.0,0.7897,0.0,0.40035,-0.21030000000000004
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,45,50,0.75435,1.0,1.0,0.7897,0.0,0.40035,-0.21030000000000004
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,45,75,0.75435,1.0,1.0,0.7897,0.0,0.40035,-0.21030000000000004
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,60,0,1.0,1.0,1.0,0.79155,0.0,0.4047,-0.20845000000000002
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,60,25,1.0,1.0,1.0,0.79155,0.0,0.4047,-0.20845000000000002
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,60,50,1.0,1.0,1.0,0.79155,0.0,0.4047,-0.20845000000000002
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,60,75,1.0,1.0,1.0,0.79155,0.0,0.4047,-0.20845000000000002
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,5,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,5,25,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,5,50,0.0,0.0,0.0,0.0,1.0,1.0,0.0
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,5,75,0.0,0.25115,0.0,0.0,0.74885,0.79295,0.0
